"id1","id2","id3","id4","hhmid","s10avi_49","s10avi_50i","s10avi_50ii","s10avi_51","s10avi_52i","s10avi_52ii","s10avi_53","s10avi_54i","s10avi_54ii","s10avi_55","s10avi_56i","s10avi_56ii","s10avi_57","s10avi_58i","s10avi_58ii","s10avi_59","s10avi_60i","s10avi_60ii","s10avi_61","s10avi_62i","s10avi_62ii","s10avi_63","s10avi_64i","s10avi_64ii","s10avi_65","s10avi_66i","s10avi_66ii","s10avi_67","s10avi_68i","s10avi_68ii","s10avi_69","s10avi_70i","s10avi_70ii","s10avi_71","s10avi_72i","s10avi_72ii","s10avi_73","s10avi_74i","s10avi_74ii","s10avi_75","s10avi_76i","s10avi_76ii","s10avi_77","s10avi_78i","s10avi_78ii","s10avi_79","s10avi_80i","s10avi_80ii","s10avi_81","s10avi_82i","s10avi_82ii","s10avi_83","s10avi_84i","s10avi_84ii","s10avi_85","s10avi_86i","s10avi_86ii","s10avi_87","s10avi_88i","s10avi_88ii","s10avi_89","s10avi_90i","s10avi_90ii","s10avi_91","s10avi_92i","s10avi_92ii","s10avi_93","s10avi_94i","s10avi_94ii","s10avi_95","s10avi_96i","s10avi_96ii","s10avi_97","s10avi_98i","s10avi_98ii","s10avi_99","s10avi_100i","s10avi_100ii","s10avi_101","s10avi_102i","s10avi_102ii","s10avi_103i","s10avi_103ii","s10avi_104i","s10avi_104ii","s10avi_105","hhno"
1,5,4,10,2,1,1,,2,,,1,,5,2,,,1,4,,2,,,1,,30,1,,30,1,1,,1,,30,1,,25,1,,25,1,1,,1,,30,1,,45,1,,25,1,1,,1,,30,2,,,,,,1,2,,1,,30,1,,20,1,,5,1,2,,1,,30,1,1,,2,,7,30,0,101004010
1,5,4,10,8,1,1,,2,,,1,,10,1,,10,1,4,,1,4,,1,,30,1,,30,1,1,,1,1,,1,,30,1,,30,1,1,,1,1,,1,1,,1,,45,1,1,,1,,45,2,,,,,,2,,,,,,1,,10,1,,10,1,2,,1,,30,1,0,,3,,8,,0,101004010
1,5,4,12,1,2,,,,,,1,,30,2,,,1,,15,2,,,1,5,,2,,,1,,30,2,,,1,,15,2,,,1,,30,2,,,1,1,,2,,,1,1,,2,,,1,1,,2,,,1,,45,2,,,1,,30,2,,,1,1,,1,,,2,,,,,7,30,7,101004012
1,5,4,12,2,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,15,2,,,1,,15,2,,,2,,,,,7,30,0,101004012
1,5,4,14,1,1,2,,2,,,1,,30,2,,,1,3,,2,,,1,2,,1,,30,1,2,,1,2,,2,,,2,,,2,,,,,,1,1,,1,1,,2,,,,,,2,,,,,,1,,30,2,,,1,1,,1,1,,1,4,,1,1,,1,,30,1,30,10,,5,101004014
1,5,4,14,2,1,,45,2,,,1,,10,1,,10,1,4,,1,4,,1,1,,1,1,,1,2,,1,2,,1,,25,1,,25,1,1,,1,1,,1,1,30,1,1,30,2,,,,,,2,,,,,,1,,30,1,,30,1,1,,1,1,,1,2,,1,1,,1,,30,2,,8,,5,101004014
1,5,4,16,1,1,1,,2,,,1,,20,2,,,2,,,,,,1,2,,2,,,1,1,,2,,,1,,20,2,,,2,,,,,,1,,45,1,,30,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,2,,1,1,,1,1,30,,30,7,30,5,101004016
1,5,4,16,2,1,2,,1,2,,1,,45,1,,45,1,2,,1,2,,1,1,30,1,1,,1,2,30,1,1,30,1,,30,1,,30,1,1,,1,1,,1,1,30,1,1,30,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,1,1,,1,2,,2,,6,,6,101004016
1,5,4,16,3,2,,,,,,1,,30,2,,,2,,,,,,1,2,,2,,,1,,30,2,,,1,,25,1,,25,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,0,,,30,7,30,0,101004016
1,5,4,17,1,2,,,,,,1,,30,1,,15,1,,20,1,,20,1,1,,1,,30,1,,40,1,,40,1,,25,1,,25,1,2,,1,1,30,1,1,,1,1,,2,,,,,,1,,30,2,,,1,1,,1,1,,1,2,,1,2,,1,1,,1,1,,1,2,,1,,7,,7,101004017
1,5,4,17,4,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,3,,1,1,,1,2,,2,,,2,,,,,8,,0,101004017
1,5,4,20,1,1,1,30,2,,,1,,10,2,,,1,,10,2,,,1,,30,2,,,1,2,30,2,,,1,,15,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,2,,,2,,,,,6,,5,101004020
1,5,4,20,2,1,,15,2,,,1,,20,2,,,1,,10,2,,,1,1,30,2,,,1,1,,2,,,1,,15,2,,,1,,20,2,,,1,,45,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,,30,2,,,1,1,,2,,,2,,,,,8,0,0,101004020
1,5,4,20,3,1,,15,2,,,1,,20,2,,,1,,10,2,,,1,1,30,2,,,1,,45,2,,,1,,10,2,,,2,,,2,,,1,,35,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,,15,2,,,1,,45,2,,,2,,,,,8,30,0,101004020
1,5,4,22,1,1,1,30,2,,,1,,15,2,,,2,,,,,,1,1,30,2,,,1,1,30,1,,30,2,,,,,,1,1,,2,,,1,1,30,2,,,1,,30,2,,,1,1,,2,,,1,2,,2,,,1,,30,2,,,1,1,,2,,,2,,,,,7,30,5,101004022
1,5,4,22,2,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,0,101004022
1,5,4,22,3,1,1,30,2,,,1,,30,2,,,1,,30,2,,,1,1,,2,,,1,2,,1,1,,1,,25,1,,25,1,1,,1,1,,1,1,30,1,,30,1,1,,1,1,,1,1,,1,,30,2,,,,,,2,,,,,,2,,,,,,1,0,,1,,8,,5,101004022
1,5,4,24,1,1,2,,2,,,1,,20,2,,,1,3,,2,,,1,2,,2,,,1,1,,1,1,,1,,20,1,,20,1,2,,1,2,,1,1,30,1,1,30,2,,,,,,2,,,,,,1,1,,1,1,,1,1,30,1,1,,1,2,,1,1,,1,1,,2,,7,30,5,101004024
1,5,4,24,2,1,2,,2,,,1,,30,1,,10,1,3,30,2,,,1,1,,1,,30,1,2,,1,2,,1,,30,1,,30,1,1,,1,1,,1,1,30,1,1,30,2,,,,,,2,,,,,,1,1,,1,1,,1,,30,1,,30,1,1,,1,,30,1,2,,2,,7,30,7,101004024
1,5,4,27,1,2,,,,,,1,,30,1,,30,2,,,,,,1,1,,2,,,1,1,,2,,,2,,,,,,1,2,,1,1,,1,,30,1,,30,1,1,30,1,1,,2,,,,,,2,,,,,,1,,30,2,,,1,,30,1,,30,1,1,,1,,7,,5,101004027
1,5,4,27,2,2,,,,,,1,,45,2,,,1,1,,2,,,1,1,30,2,,,1,2,,2,,,1,,30,2,,,1,1,,2,,,1,2,,1,,30,1,2,,1,1,,2,,,,,,2,,,,,,1,,30,2,,,1,1,,1,1,,1,0,,1,,8,,0,101004027
1,5,4,31,1,1,5,,2,,,1,,30,1,,30,1,1,,2,,,1,3,,2,,,1,3,,1,1,,1,,30,1,,20,1,1,,1,1,,1,2,,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,1,1,,1,0,,2,,7,,5,101004031
1,5,4,32,1,1,2,,1,2,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,1,1,,2,,,,,,1,1,,1,1,,1,1,30,1,1,,1,2,,1,1,30,1,1,,2,,,2,,,,,,2,,,,,,1,2,,1,2,,2,,,,,8,,5,101004032
1,5,4,32,2,1,2,,1,2,,2,,,,,,2,,,,,,1,1,30,2,,,1,2,,1,1,,2,,,,,,1,2,,1,1,,1,1,30,1,1,30,1,1,,1,1,,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,7,30,0,101004032
1,5,4,32,3,1,2,,1,2,,1,,45,2,,,1,,30,2,,,1,1,30,2,,,1,2,,1,1,30,1,,25,1,,25,2,,,,,,1,2,30,1,2,,1,,30,2,,,1,,30,2,,,1,,30,1,,30,2,,,,,,1,2,,2,,,1,0,,,30,7,30,0,101004032
1,2,5,1,1,2,,,2,,,1,,10,2,,,1,,30,2,,,1,2,,2,,,1,2,,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,2,,,2,,,1,1,,2,,,2,,,2,,,1,3,,2,,,2,,,2,,,2,,,,,2,,5,101005001
1,2,5,3,1,2,,,2,,,1,,10,1,,15,1,,30,1,,45,2,,,1,5,,1,2,,1,3,,1,,30,2,,,1,,30,2,,,1,1,,1,1,30,2,,,1,3,30,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,3,,3,30,4,,2,101005003
1,2,5,3,2,2,,,2,,,1,,10,1,,15,1,,30,2,,,1,3,,1,4,,1,2,30,1,3,,1,,20,2,,,1,1,,2,,,1,1,30,1,1,50,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,3,,1,4,,1,3,,3,30,5,,1,101005003
1,2,5,3,3,2,,,,,,1,,,1,,,1,,3,2,,,1,2,,2,,,1,3,,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,1,2,,1,2,,1,30,4,,2,101005003
1,2,5,4,1,1,1,,2,,,1,,5,2,,,1,,30,2,,,1,2,,2,,,1,2,,2,,,1,,30,2,,,1,2,,2,,,1,2,,2,,,1,2,,2,,,1,2,,2,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,3,,5,101005004
1,2,5,4,2,2,,,,,,1,,5,2,,,1,,30,2,,,1,1,,2,,,1,2,30,2,,,1,,30,2,,,1,1,30,2,,,1,2,,2,,,1,1,,2,,,1,1,,2,,,1,1,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,2,,0,101005004
1,2,5,4,3,2,,,,,,1,,15,2,,,1,,30,2,,,1,3,,2,,,1,2,,2,,,1,,20,2,,,1,1,,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,,30,2,,,1,1,,,,,2,,,,,2,,0,101005004
1,2,5,13,1,1,3,,2,,,1,12,,2,,,1,,20,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,1,1,,2,,,1,1,30,1,2,,2,,,,,,1,2,,2,,,2,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,,,2,,4,101005013
1,2,5,13,2,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,2,,,1,4,,1,4,,1,3,,2,,,2,,,,,3,,4,101005013
1,2,5,13,4,2,,,2,,,1,12,,2,,,1,12,,2,,,1,3,,2,,,1,1,,2,,,1,,30,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,2,,,1,,30,1,,30,1,4,,2,,,2,,,,,1,,2,101005013
1,2,5,19,1,2,,,,,,1,,30,2,,,2,,,,,,1,2,,2,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,1,30,2,,,1,1,,2,,,1,1,,,,,1,,45,2,,,1,2,,2,,,1,2,,2,,,2,,,,,3,,0,101005019
1,2,5,19,2,2,,,,,,1,,15,2,,,1,,30,,,,1,1,,2,,,1,2,,2,,,1,,20,2,,,1,2,,2,,,1,3,,2,,,1,1,,2,,,1,1,30,,,,1,,30,2,,,1,1,,2,,,1,3,,2,,,2,,,,,2,,5,101005019
1,2,5,22,1,2,,,2,,,1,,10,2,,,1,,30,2,,,1,1,,2,,,1,2,,2,,,1,,15,2,,,1,2,,2,,,1,1,,2,,,1,1,,2,,,1,1,,2,,,2,,,2,,,2,,,2,,,1,3,,2,,,2,,,,,3,,4,101005022
1,2,5,23,1,1,1,30,2,,,1,,20,2,,,1,,20,2,,,2,,,2,,,1,1,,2,,,2,,,2,,,1,2,,2,,,1,2,,2,,,1,2,,2,,,1,1,,2,,,2,,,2,,,1,4,,2,,,1,4,,2,,,1,2,,,30,4,,5,101005023
1,2,5,23,2,1,2,,2,,,1,,20,2,,,1,,20,2,,,1,2,,2,,,1,1,,2,,,1,,10,2,,,1,2,,2,,,1,2,,2,,,2,,,,,,1,,30,2,,,2,,,2,,,1,4,,2,,,1,3,,2,,,1,3,,1,,4,,5,101005023
1,2,5,24,1,2,,,2,,,1,,15,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,2,,,2,,,1,2,,2,,,1,1,,2,,,2,,,2,,,2,,,2,,,1,1,30,2,,,1,3,,2,,,1,2,,2,,,1,1,30,,30,2,,6,101005024
1,2,5,24,2,2,,,2,,,1,,15,2,,,1,,45,2,,,1,1,,2,,,1,2,,2,,,1,,30,2,,,1,1,30,2,,,1,2,,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,1,2,,2,,,1,3,,2,,,1,,30,1,30,3,,6,101005024
1,2,5,25,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,4,30,2,101005025
1,2,5,25,2,2,,,2,,,1,,15,2,,,1,,30,2,,,1,4,,2,,,1,2,,1,,,1,,30,2,,,1,1,30,2,,,1,2,,2,,,1,1,30,1,2,,1,1,,2,,,2,,,2,,,2,,,2,,,1,3,,1,3,,2,,,,,4,,5,101005025
1,2,5,33,1,1,1,30,1,,,1,,10,2,,,1,3,,2,,,1,1,,2,,,1,1,30,2,,,2,,,2,,,1,1,30,2,,,1,2,,2,,,1,1,,2,,,1,1,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,,,30,2,,5,101005033
1,2,5,36,1,2,,,,,,1,,5,2,,,1,,45,2,,,1,2,,2,,,1,,30,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,1,2,,2,,,1,2,,2,,,2,,,2,,,1,2,,1,,,2,,,2,,,1,2,,3,,3,,5,101005036
1,2,5,36,2,1,3,,,,,1,,5,2,,,2,,,,,,1,3,,2,,,1,,35,2,,,2,,,2,,,1,1,,2,,,1,,45,2,,,1,1,,2,,,2,,,2,,,2,,,2,,,1,3,,1,,,1,4,,2,,,1,1,,2,,4,,3,101005036
1,2,5,36,3,1,3,,,,,1,,5,2,,,1,,45,2,,,1,2,,2,,,1,1,,2,,,1,,30,2,,,1,3,,2,,,1,1,,2,,,1,3,,2,,,1,1,,2,,,2,,,2,,,1,1,,1,,,2,,,2,,,1,4,,4,,4,,2,101005036
1,2,5,40,1,2,,,,,,1,,15,1,,20,2,,,2,,,1,1,,2,,,1,1,,2,,,1,,30,2,,,2,,,2,,,1,2,,2,,,2,,,2,,,1,1,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,4,,,30,4,,3,101005040
1,2,5,41,1,1,2,,2,,,1,,15,2,,,1,,30,2,,,1,2,,2,,,1,2,,2,,,1,,20,2,,,1,3,,2,,,1,1,,2,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,3,,4,101005041
1,2,5,41,2,1,2,,2,,,1,,15,2,,,1,,30,2,,,1,3,,2,,,1,1,,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,4,,2,,,2,,,,,2,,5,101005041
1,2,5,51,1,2,,,,,,1,,10,2,,,1,1,,2,,,1,1,,2,,,1,2,30,2,,,1,,20,2,,,1,2,,2,,,1,1,30,2,,,1,2,,2,,,1,1,30,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,1,1,,2,,3,,5,101005051
1,2,5,51,2,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,,101005051
1,2,5,52,1,1,1,30,1,1,,1,,30,1,,20,1,,30,2,,,1,1,,2,,,1,2,,,,,1,,20,2,,,1,2,,2,,,1,2,,2,,,1,4,,1,3,,1,4,,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,30,1,,5,101005052
1,2,5,52,2,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,4,,2,101005052
1,2,5,52,3,1,1,,2,,,1,,30,2,,,1,,30,2,,,1,2,,2,,,1,1,30,,,,1,,25,2,,,1,1,,2,,,1,1,,,,,1,2,,2,,,1,2,,2,,,1,,30,2,,,2,,,,,,1,3,,2,,,2,,,,,3,,3,101005052
1,2,6,1,1,2,,,,,,1,,20,,,,2,,,2,,,1,,20,2,,,1,,25,2,,,1,,5,2,,,1,,45,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,5,,2,,,2,,,,,,2,,,,,8,,6,101006001
1,2,6,1,2,1,,30,2,,,1,,30,2,,,1,1,30,2,,,2,,,2,,,1,1,30,2,,,1,,20,2,,,1,,20,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,2,,,,,,2,,,,,7,,5,101006001
1,2,6,2,1,1,,30,2,,,1,,25,2,,,1,,25,2,,,2,,,,,,1,1,20,2,,,1,,10,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,2,,,,,,,,101006002
1,2,6,9,1,2,,,,,,1,,5,2,,,1,,15,2,,,2,,,,,,1,1,30,2,,,1,,5,2,,,1,,20,2,,,1,,45,2,,,2,,,,,,2,,,,,,1,3,,2,,,1,2,,2,,,1,1,,2,,,2,,,,,,,,101006009
1,2,6,11,1,1,,15,2,,,1,,10,2,,,1,,30,2,,,1,,30,2,,,1,1,,2,,,1,,10,2,,,1,,30,2,,,1,,45,2,,,2,,,,,,2,,,,,,1,,15,2,,,2,,,,,,2,,,,,,2,,,,,,,,101006011
1,2,6,15,1,2,,,,,,2,,,,,,2,,,,,,1,,20,2,,,1,,30,2,,,2,,,,,,1,,10,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,2,,,,,,2,,,,,8,,6,101006015
1,2,6,15,2,1,,30,2,,,1,,20,2,,,1,,30,2,,,2,,,,,,1,1,20,2,,,1,,15,2,,,1,,10,2,,,1,1,20,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,20,,15,8,,6,101006015
1,2,6,15,3,2,,,,,,1,,25,2,,,2,,,,,,2,,,,,,1,,15,2,,,1,,15,2,,,1,,15,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,8,,6,101006015
1,2,6,23,1,2,,,2,,,2,,,2,,,2,,,2,,,1,,20,2,,,1,,15,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,1,3,,2,,,2,,,2,,,1,,30,,5,8,,6,101006023
1,2,6,23,2,1,,30,2,,,1,,20,2,,,1,,45,2,,,2,,,2,,,1,1,,2,,,1,,10,2,,,1,,20,2,,,1,1,30,2,,,2,,,,,,2,,,2,,,2,,,2,,,1,3,,2,,,2,,,2,,,1,,15,,10,8,,6,101006023
1,2,6,23,4,2,,,2,,,1,,30,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,1,,20,2,,,1,,10,2,,,2,,,2,,,2,,,,,,2,,,2,,,1,,45,2,,,1,1,,2,,,2,,,2,,,2,,,,,,,,101006023
1,2,6,29,1,1,,25,2,,,1,,20,2,,,1,,35,2,,,1,,20,2,,,1,1,,2,,,1,,10,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,2,,,2,,,2,,,2,,,,,7,,5,101006029
1,2,6,36,1,1,1,5,2,,,1,,30,2,,,1,,30,2,,,2,,,2,,,1,,40,2,,,1,,10,2,,,1,1,,2,,,1,1,30,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,2,,,,,1,,6,101006036
1,2,6,42,1,1,2,,2,,,1,,30,,,,1,,,2,,,1,,30,2,,,1,1,30,2,,,1,,25,2,,,1,1,,2,,,1,2,,2,,,1,2,,2,,,1,2,,2,,,2,,,2,,,1,5,,2,,,2,,,2,,,2,,,,,,,,101006042
1,2,6,42,2,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,8,,2,,,2,,,2,,,2,,,,,,,,101006042
1,2,6,52,1,2,,,,,,1,,20,2,,,1,,30,2,,,2,,,,,,1,,45,2,,,1,,15,2,,,1,,15,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,,,,2,,,,,,1,2,,,30,8,,6,101006052
1,2,6,55,1,2,,,2,,,1,,10,2,,,2,,,,,,1,,20,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,2,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,5,,2,,,2,,,2,,,1,,30,,15,9,,6,101006055
1,2,6,55,2,1,,,1,,30,1,1,,2,,,1,1,30,2,,,1,,30,2,,,2,,,2,,,1,,15,1,,15,1,,20,2,,,1,1,,1,1,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,,2,,,2,,,2,,,1,,30,,45,8,,6,101006055
1,2,6,56,1,1,,20,2,,,1,,30,2,,,1,,30,2,,,1,,15,2,,,1,,30,2,,,1,,15,2,,,1,,15,2,,,1,1,30,2,,,2,,,2,,,2,,,,,,2,,,,,,1,2,,,,,2,,,,,,1,,20,,5,9,,6,101006056
1,2,6,56,2,1,,15,2,,,1,,20,2,,,2,,,,,,2,,,,,,2,,,,,,1,,10,2,,,1,,5,2,,,2,,,,,,2,,,,,,2,,,,,,1,,15,2,,,1,1,,,,,2,,,,,,2,,,,,,,,101006056
1,2,6,59,1,2,,,2,,,1,,15,2,,,2,,,2,,,2,,,2,,,1,,35,2,,,2,,,2,,,1,,30,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,30,2,,,1,2,,1,,25,2,,,,,,,3,101006059
1,2,6,59,2,1,,30,1,,30,1,,15,2,,,1,,35,1,,35,2,,,2,,,1,1,,1,1,,1,,20,2,,,1,,20,1,,20,1,1,,1,1,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,,2,,,1,2,,1,,30,1,,10,,30,8,,5,101006059
1,2,6,60,1,1,,30,2,,,1,,15,2,,,1,,30,2,,,1,,15,2,,,1,1,30,2,,,1,,15,2,,,1,,10,2,,,1,1,10,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,8,30,5,101006060
1,2,6,64,1,1,,30,2,,,1,,5,2,,,1,1,20,2,,,2,,,,,,1,1,,2,,,1,,15,2,,,1,,15,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,3,,,,,2,,,,,,2,,,,,,,,101006064
1,2,7,1,1,2,,,2,,,1,,30,2,,,1,1,,2,,,1,1,,2,,,1,,30,2,,,1,,15,2,,,1,2,,2,,,1,,50,2,,,2,,,2,,,2,,,2,,,1,1,30,2,,,1,1,,2,,,1,2,,2,,,2,,,,,7,,5,101007001
1,2,7,4,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,,2,,,1,1,,2,,,1,2,,2,,,2,,,,,8,,5,101007004
1,2,7,4,2,1,1,30,2,,,1,,15,2,,,1,1,,2,,,2,,,2,,,1,,40,2,,,1,,15,2,,,1,,,2,,,1,2,,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,1,1,,2,,,1,1,30,2,,,2,,,,,8,,7,101007004
1,2,7,4,3,2,,,2,,,1,,30,2,,,2,,,2,,,1,,30,2,,,1,1,5,2,,,2,,,2,,,1,,30,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,1,1,,2,,,1,2,,2,,,2,,,,,7,,4,101007004
1,2,7,7,1,2,,,,,,1,1,,2,,,1,,30,2,,,1,2,,2,,,1,1,,2,,,1,,30,2,,,1,3,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,1,,20,2,,,1,,30,2,,,1,1,30,2,,,2,,,,,8,,6,101007007
1,2,7,10,1,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,5,,4,101007010
1,2,7,10,2,1,3,,2,,,1,1,30,2,,,1,,50,1,,50,2,,,,,,1,1,,1,1,,1,,10,1,,10,1,,30,1,,30,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,45,8,,6,101007010
1,2,7,11,1,2,,,,,,2,,,,,,1,2,,2,,,1,2,,2,,,1,,30,2,,,2,,,,,,1,,30,,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,1,,2,,,2,,,,,7,,7,101007011
1,2,7,14,1,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,1,,30,2,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,7,30,6,101007014
1,2,7,14,2,1,1,30,2,,,1,,30,2,,,1,,45,2,,,2,,,,,,1,1,,2,,,1,,30,2,,,1,,30,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,7,30,5,101007014
1,2,7,19,1,1,1,,2,,,2,,,,,,1,,30,2,,,1,3,,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,1,1,30,1,30,6,,5,101007019
1,2,7,19,3,1,2,,,,,1,,30,2,,,1,,30,2,,,2,,,,,,1,1,30,2,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,8,,3,101007019
1,2,7,25,1,1,1,30,1,1,30,1,,30,1,,30,1,1,,1,1,,2,,,2,,,1,1,40,1,,40,1,,20,2,,,1,,30,2,,,1,1,30,1,,30,1,,30,1,,30,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,45,,30,7,,5,101007025
1,2,7,25,6,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,,45,8,,4,101007025
1,2,7,26,1,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,,30,2,,,2,,,2,,,1,2,30,2,,,1,2,30,2,,,1,2,,2,,,1,1,30,2,,,1,1,,2,,,1,,,,,7,,6,101007026
1,2,7,26,2,1,1,30,2,,,2,,,2,,,1,1,,2,,,1,1,,2,,,1,,30,2,,,2,,,2,,,2,,,2,,,1,1,,2,,,2,,,2,,,1,1,30,2,,,2,,,2,,,1,,30,2,,,1,,30,2,,,2,,,,,7,,4,101007026
