"id1","id2","id3","id4","item_id","itemname","s11ba_1","s11ba_2","s11bb_1","s11bb_2","s11bc_1","s11bc_2","s11bd_1","s11bd_2","s11be_1","s11be_2","hhno"
7,125,270,18,8,"CLOTH FOR GARMENTS",,,,,30,,30,,60,,107270018
7,125,270,18,3,"CLOTH",,,,,,,,,,,107270018
7,125,270,18,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107270018
7,125,270,18,7,"UNDERWEAR",,,,,,,,,,,107270018
7,125,270,18,10,"FOOTWEAR",,,,,20,,10,,30,,107270018
7,125,270,18,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270018
7,125,270,19,1,"SUITS",,,,,,,,,,,107270019
7,125,270,19,11,"TAILORING/LAUNDRY/CLEANING, CL",30,,,,20,,20,,70,,107270019
7,125,270,19,7,"UNDERWEAR",,,,,,,,,,,107270019
7,125,270,19,6,"JEANS",,,,,,,,,,,107270019
7,125,270,19,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270019
7,125,270,19,3,"CLOTH",,,,,,,,,,,107270019
7,125,270,19,2,"SMOCKS",,,,,,,,,,,107270019
7,125,270,19,5,"SHIRTS/JACKETS",,,,,,,,,,,107270019
7,125,270,19,4,"TROUSERS",,,,,,,,,,,107270019
7,125,270,19,8,"CLOTH FOR GARMENTS",70,,,,50,,50,,170,,107270019
7,125,270,19,10,"FOOTWEAR",30,,,,,,15,,45,,107270019
7,125,270,25,2,"SMOCKS",,,,,,,,,,,107270025
7,125,270,25,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270025
7,125,270,25,4,"TROUSERS",,,,,15,,,,15,,107270025
7,125,270,25,6,"JEANS",,,,,,,,,,,107270025
7,125,270,25,7,"UNDERWEAR",,,,,,,,,,,107270025
7,125,270,25,3,"CLOTH",,,,,,,,,,,107270025
7,125,270,25,8,"CLOTH FOR GARMENTS",,,,,50,,,,50,,107270025
7,125,270,25,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,20,,,,20,,107270025
7,125,270,25,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107270025
7,125,270,25,1,"SUITS",,,,,,,,,,,107270025
7,125,270,25,10,"FOOTWEAR",,,,,20,,,,20,,107270025
7,125,270,27,6,"JEANS",,,,,,,,,,,107270027
7,125,270,27,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,,,10,,20,,107270027
7,125,270,27,2,"SMOCKS",,,,,,,,,,,107270027
7,125,270,27,5,"SHIRTS/JACKETS",,,,,15,,,,15,,107270027
7,125,270,27,4,"TROUSERS",,,,,10,,,,10,,107270027
7,125,270,27,3,"CLOTH",,,,,,,,,,,107270027
7,125,270,27,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270027
7,125,270,27,1,"SUITS",,,,,,,,,,,107270027
7,125,270,27,7,"UNDERWEAR",,,,,,,,,,,107270027
7,125,270,27,8,"CLOTH FOR GARMENTS",15,,,,,,30,,45,,107270027
7,125,270,27,10,"FOOTWEAR",15,,,,,,10,,25,,107270027
7,125,270,28,2,"SMOCKS",,,,,,,,,,,107270028
7,125,270,28,7,"UNDERWEAR",,,,,,,,,,,107270028
7,125,270,28,11,"TAILORING/LAUNDRY/CLEANING, CL",25,,,,,,20,,45,,107270028
7,125,270,28,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270028
7,125,270,28,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107270028
7,125,270,28,6,"JEANS",,,,,,,5,,5,,107270028
7,125,270,28,10,"FOOTWEAR",30,,,,15,,20,,65,,107270028
7,125,270,28,8,"CLOTH FOR GARMENTS",50,,,,50,,50,,150,,107270028
7,125,270,28,4,"TROUSERS",,,,,15,,,,15,,107270028
7,125,270,28,3,"CLOTH",,,,,,,,,,,107270028
7,125,270,28,1,"SUITS",,,,,,,,,,,107270028
7,125,270,29,6,"JEANS",,,,,,,,,,,107270029
7,125,270,29,10,"FOOTWEAR",,,,,,,30,,30,,107270029
7,125,270,29,2,"SMOCKS",,,,,,,,,,,107270029
7,125,270,29,3,"CLOTH",,,,,,,,,,,107270029
7,125,270,29,8,"CLOTH FOR GARMENTS",,,,,,,50,,50,,107270029
7,125,270,29,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,20,,20,,107270029
7,125,270,29,5,"SHIRTS/JACKETS",,,,,,,,,,,107270029
7,125,270,29,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270029
7,125,270,29,1,"SUITS",,,,,,,,,,,107270029
7,125,270,29,7,"UNDERWEAR",,,,,,,15,,15,,107270029
7,125,270,29,4,"TROUSERS",,,,,,,,,,,107270029
7,125,270,30,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107270030
7,125,270,30,9,"OTHER GARMENTS AND CLOTHING",,,,,,,20,,20,,107270030
7,125,270,30,2,"SMOCKS",,,,,,,,,,,107270030
7,125,270,30,8,"CLOTH FOR GARMENTS",,,,,,,20,,20,,107270030
7,125,270,30,4,"TROUSERS",,,,,5,,,,5,,107270030
7,125,270,30,10,"FOOTWEAR",10,,,,20,,10,,40,,107270030
7,125,270,30,6,"JEANS",10,,,,,,,,10,,107270030
7,125,270,30,1,"SUITS",,,,,,,,,,,107270030
7,125,270,30,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107270030
7,125,270,30,3,"CLOTH",,,,,,,,,,,107270030
7,125,270,30,7,"UNDERWEAR",3,,,,,,5,,8,,107270030
7,125,270,34,1,"SUITS",,,,,,,,,,,107270034
7,125,270,34,3,"CLOTH",,,,,,,,,,,107270034
7,125,270,34,8,"CLOTH FOR GARMENTS",,,,,,,20,,20,,107270034
7,125,270,34,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107270034
7,125,270,34,2,"SMOCKS",,,,,,,,,,,107270034
7,125,270,34,7,"UNDERWEAR",,,,,,,,,,,107270034
7,125,270,34,4,"TROUSERS",5,,,,12,,,,17,,107270034
7,125,270,34,5,"SHIRTS/JACKETS",10,,,,15,,,,25,,107270034
7,125,270,34,6,"JEANS",10,,,,,,,,10,,107270034
7,125,270,34,9,"OTHER GARMENTS AND CLOTHING",,,,,,,10,,10,,107270034
7,125,270,34,10,"FOOTWEAR",20,,,,9,,11,,40,,107270034
7,125,270,35,9,"OTHER GARMENTS AND CLOTHING",20,,,,,,10,,30,,107270035
7,125,270,35,6,"JEANS",,,,,20,,,,20,,107270035
7,125,270,35,3,"CLOTH",,,,,,,,,,,107270035
7,125,270,35,2,"SMOCKS",,,,,,,,,,,107270035
7,125,270,35,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107270035
7,125,270,35,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107270035
7,125,270,35,7,"UNDERWEAR",8,,,,,,,,8,,107270035
7,125,270,35,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107270035
7,125,270,35,10,"FOOTWEAR",5,,,,20,,,,25,,107270035
7,125,270,35,4,"TROUSERS",,,,,,,,,,,107270035
7,125,270,35,1,"SUITS",,,,,,,,,,,107270035
7,125,270,37,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107270037
7,125,270,37,1,"SUITS",,,,,,,,,,,107270037
7,125,270,37,3,"CLOTH",,,,,,,,,,,107270037
7,125,270,37,5,"SHIRTS/JACKETS",,,,,,,20,,20,,107270037
7,125,270,37,6,"JEANS",,,,,,,15,,15,,107270037
7,125,270,37,7,"UNDERWEAR",,,,,,,10,,10,,107270037
7,125,270,37,8,"CLOTH FOR GARMENTS",,,,,,,30,,30,,107270037
7,125,270,37,4,"TROUSERS",,,,,,,,,,,107270037
7,125,270,37,9,"OTHER GARMENTS AND CLOTHING",,,,,,,40,,40,,107270037
7,125,270,37,2,"SMOCKS",,,,,,,,,,,107270037
7,125,270,37,10,"FOOTWEAR",,,,,,,30,,30,,107270037
7,125,270,39,4,"TROUSERS",,,,,20,,,,20,,107270039
7,125,270,39,2,"SMOCKS",,,,,,,,,,,107270039
7,125,270,39,10,"FOOTWEAR",40,,,,50,,35,,125,,107270039
7,125,270,39,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107270039
7,125,270,39,1,"SUITS",,,,,,,,,,,107270039
7,125,270,39,7,"UNDERWEAR",20,,,,,,10,,30,,107270039
7,125,270,39,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107270039
7,125,270,39,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107270039
7,125,270,39,6,"JEANS",,,,,,,,,,,107270039
7,125,270,39,3,"CLOTH",,,,,,,,,,,107270039
7,125,270,39,8,"CLOTH FOR GARMENTS",,,,,,,50,,50,,107270039
7,126,271,3,4,"TROUSERS",,,,,,,,,,,107271003
7,126,271,3,10,"FOOTWEAR",,,,,,,40,,40,,107271003
7,126,271,3,7,"UNDERWEAR",,,,,,,15,,15,,107271003
7,126,271,3,2,"SMOCKS",,,,,,,,,,,107271003
7,126,271,3,8,"CLOTH FOR GARMENTS",,,,,,,40,,40,,107271003
7,126,271,3,3,"CLOTH",,,,,,,,,,,107271003
7,126,271,3,5,"SHIRTS/JACKETS",,,,,,,,,,,107271003
7,126,271,3,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271003
7,126,271,3,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271003
7,126,271,3,6,"JEANS",,,,,,,,,,,107271003
7,126,271,3,1,"SUITS",,,,,,,,,,,107271003
7,126,271,4,1,"SUITS",,,,,,,,,,,107271004
7,126,271,4,3,"CLOTH",,,,,,,,,,,107271004
7,126,271,4,4,"TROUSERS",,,,,20,,,,20,,107271004
7,126,271,4,7,"UNDERWEAR",,,,,5,,,,5,,107271004
7,126,271,4,2,"SMOCKS",,,,,,,,,,,107271004
7,126,271,4,6,"JEANS",,,,,,,,,,,107271004
7,126,271,4,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271004
7,126,271,4,10,"FOOTWEAR",,,,,20,,6,,26,,107271004
7,126,271,4,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271004
7,126,271,4,5,"SHIRTS/JACKETS",,,,,8,,,,8,,107271004
7,126,271,4,8,"CLOTH FOR GARMENTS",,,,,,,45,,45,,107271004
7,126,271,5,1,"SUITS",,,,,,,,,,,107271005
7,126,271,5,2,"SMOCKS",,,,,,,,,,,107271005
7,126,271,5,3,"CLOTH",,,,,,,,,,,107271005
7,126,271,5,7,"UNDERWEAR",,,,,8,,,,8,,107271005
7,126,271,5,5,"SHIRTS/JACKETS",,,,,4,,,,4,,107271005
7,126,271,5,6,"JEANS",,,,,,,,,,,107271005
7,126,271,5,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107271005
7,126,271,5,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271005
7,126,271,5,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271005
7,126,271,5,4,"TROUSERS",,,,,4,,,,4,,107271005
7,126,271,5,10,"FOOTWEAR",,,,,8,,,,8,,107271005
7,126,271,6,8,"CLOTH FOR GARMENTS",,,,,40,,35,,75,,107271006
7,126,271,6,7,"UNDERWEAR",,,,,16,,15,,31,,107271006
7,126,271,6,9,"OTHER GARMENTS AND CLOTHING",,,,,,,30,,30,,107271006
7,126,271,6,1,"SUITS",,,,,,,,,,,107271006
7,126,271,6,2,"SMOCKS",,,,,,,,,,,107271006
7,126,271,6,6,"JEANS",,,,,30,,,,30,,107271006
7,126,271,6,4,"TROUSERS",,,,,15,,,,15,,107271006
7,126,271,6,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,10,,15,,25,,107271006
7,126,271,6,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107271006
7,126,271,6,3,"CLOTH",,,,,,,,,,,107271006
7,126,271,6,10,"FOOTWEAR",20,,,,76,,10,,106,,107271006
7,126,271,8,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271008
7,126,271,8,7,"UNDERWEAR",,,,,20,,,,20,,107271008
7,126,271,8,6,"JEANS",,,,,,,,,,,107271008
7,126,271,8,10,"FOOTWEAR",,,,,50,,30,,80,,107271008
7,126,271,8,1,"SUITS",,,,,,,,,,,107271008
7,126,271,8,4,"TROUSERS",,,,,20,,,,20,,107271008
7,126,271,8,2,"SMOCKS",,,,,,,,,,,107271008
7,126,271,8,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271008
7,126,271,8,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107271008
7,126,271,8,3,"CLOTH",,,,,,,,,,,107271008
7,126,271,8,8,"CLOTH FOR GARMENTS",,,,,,,30,,30,,107271008
7,126,271,12,2,"SMOCKS",,,,,,,,,,,107271012
7,126,271,12,8,"CLOTH FOR GARMENTS",30,,,,12,,30,,72,,107271012
7,126,271,12,7,"UNDERWEAR",,,,,,,,,,,107271012
7,126,271,12,6,"JEANS",,,,,,,,,,,107271012
7,126,271,12,4,"TROUSERS",,,,,,,,,,,107271012
7,126,271,12,11,"TAILORING/LAUNDRY/CLEANING, CL",15,,,,7,,,,22,,107271012
7,126,271,12,10,"FOOTWEAR",18,,,,10,,,,28,,107271012
7,126,271,12,1,"SUITS",,,,,,,,,,,107271012
7,126,271,12,3,"CLOTH",,,,,,,,,,,107271012
7,126,271,12,5,"SHIRTS/JACKETS",,,,,,,,,,,107271012
7,126,271,12,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271012
7,126,271,14,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271014
7,126,271,14,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271014
7,126,271,14,5,"SHIRTS/JACKETS",,,,,,,,,,,107271014
7,126,271,14,10,"FOOTWEAR",,,,,,,,,,,107271014
7,126,271,14,7,"UNDERWEAR",,,,,,,,,,,107271014
7,126,271,14,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107271014
7,126,271,14,6,"JEANS",,,,,,,,,,,107271014
7,126,271,14,2,"SMOCKS",,,,,,,,,,,107271014
7,126,271,14,3,"CLOTH",,,,,,,,,,,107271014
7,126,271,14,4,"TROUSERS",,,,,,,,,,,107271014
7,126,271,14,1,"SUITS",,,,,,,,,,,107271014
7,126,271,17,3,"CLOTH",,,,,,,,,,,107271017
7,126,271,17,1,"SUITS",,,,,,,,,,,107271017
7,126,271,17,6,"JEANS",,,,,,,,,,,107271017
7,126,271,17,8,"CLOTH FOR GARMENTS",,,,,,,20,,20,,107271017
7,126,271,17,5,"SHIRTS/JACKETS",,,,,,,,,,,107271017
7,126,271,17,4,"TROUSERS",,,,,,,,,,,107271017
7,126,271,17,2,"SMOCKS",,,,,,,,,,,107271017
7,126,271,17,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271017
7,126,271,17,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,10,,10,,107271017
7,126,271,17,10,"FOOTWEAR",,,,,,,15,,15,,107271017
7,126,271,17,7,"UNDERWEAR",,,,,,,5,,5,,107271017
7,126,271,18,1,"SUITS",,,,,,,,,,,107271018
7,126,271,18,8,"CLOTH FOR GARMENTS",,,,,20,,,,20,,107271018
7,126,271,18,2,"SMOCKS",,,,,,,,,,,107271018
7,126,271,18,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271018
7,126,271,18,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107271018
7,126,271,18,4,"TROUSERS",,,,,20,,,,20,,107271018
7,126,271,18,3,"CLOTH",,,,,,,,,,,107271018
7,126,271,18,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,10,,,,10,,107271018
7,126,271,18,7,"UNDERWEAR",,,,,,,,,,,107271018
7,126,271,18,6,"JEANS",,,,,,,,,,,107271018
7,126,271,18,10,"FOOTWEAR",,,,,16,,,,16,,107271018
7,126,271,23,8,"CLOTH FOR GARMENTS",,,,,30,,30,,60,,107271023
7,126,271,23,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271023
7,126,271,23,2,"SMOCKS",,,,,,,,,,,107271023
7,126,271,23,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107271023
7,126,271,23,3,"CLOTH",,,,,,,,,,,107271023
7,126,271,23,10,"FOOTWEAR",,,,,30,,,,30,,107271023
7,126,271,23,7,"UNDERWEAR",,,,,,,,,,,107271023
7,126,271,23,1,"SUITS",,,,,,,,,,,107271023
7,126,271,23,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,20,,15,,35,,107271023
7,126,271,23,6,"JEANS",,,,,,,,,,,107271023
7,126,271,23,4,"TROUSERS",,,,,20,,,,20,,107271023
7,126,271,24,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107271024
7,126,271,24,9,"OTHER GARMENTS AND CLOTHING",10,,,,,,30,,40,,107271024
7,126,271,24,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271024
7,126,271,24,10,"FOOTWEAR",20,,,,30,,,,50,,107271024
7,126,271,24,7,"UNDERWEAR",3,,,,,,10,,13,,107271024
7,126,271,24,1,"SUITS",,,,,,,,,,,107271024
7,126,271,24,5,"SHIRTS/JACKETS",,,,,30,,,,30,,107271024
7,126,271,24,3,"CLOTH",,,,,,,,,,,107271024
7,126,271,24,4,"TROUSERS",,,,,20,,,,20,,107271024
7,126,271,24,2,"SMOCKS",,,,,,,,,,,107271024
7,126,271,24,6,"JEANS",,,,,,,,,,,107271024
7,126,271,26,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107271026
7,126,271,26,5,"SHIRTS/JACKETS",,,,,,,3,,3,,107271026
7,126,271,26,3,"CLOTH",,,,,,,,,,,107271026
7,126,271,26,9,"OTHER GARMENTS AND CLOTHING",8,,,,,,,,8,,107271026
7,126,271,26,7,"UNDERWEAR",3,,,,,,10,,13,,107271026
7,126,271,26,8,"CLOTH FOR GARMENTS",,,,,,,10,,10,,107271026
7,126,271,26,10,"FOOTWEAR",10,,,,,,20,,30,,107271026
7,126,271,26,2,"SMOCKS",,,,,,,,,,,107271026
7,126,271,26,6,"JEANS",10,,,,,,30,,40,,107271026
7,126,271,26,4,"TROUSERS",,,,,,,,,,,107271026
7,126,271,26,1,"SUITS",,,,,,,,,,,107271026
7,126,271,28,11,"TAILORING/LAUNDRY/CLEANING, CL",30,,,,20,,20,,70,,107271028
7,126,271,28,6,"JEANS",,,,,,,,,,,107271028
7,126,271,28,8,"CLOTH FOR GARMENTS",60,,,,30,,50,,140,,107271028
7,126,271,28,4,"TROUSERS",,,,,10,,,,10,,107271028
7,126,271,28,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107271028
7,126,271,28,3,"CLOTH",,,,,,,,,,,107271028
7,126,271,28,2,"SMOCKS",,,,,,,,,,,107271028
7,126,271,28,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271028
7,126,271,28,7,"UNDERWEAR",,,,,,,,,,,107271028
7,126,271,28,1,"SUITS",,,,,,,,,,,107271028
7,126,271,28,10,"FOOTWEAR",50,,,,,,20,,70,,107271028
7,126,271,30,3,"CLOTH",,,,,,,,,,,107271030
7,126,271,30,9,"OTHER GARMENTS AND CLOTHING",,,,,,,10,,10,,107271030
7,126,271,30,5,"SHIRTS/JACKETS",10,,,,3,,,,13,,107271030
7,126,271,30,1,"SUITS",,,,,,,,,,,107271030
7,126,271,30,4,"TROUSERS",,,,,,,,,,,107271030
7,126,271,30,7,"UNDERWEAR",,,,,,,3,,3,,107271030
7,126,271,30,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107271030
7,126,271,30,2,"SMOCKS",,,,,,,,,,,107271030
7,126,271,30,10,"FOOTWEAR",20,,,,10,,,,30,,107271030
7,126,271,30,6,"JEANS",20,,,,9,,,,29,,107271030
7,126,271,30,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,20,,20,,107271030
7,126,271,32,1,"SUITS",,,,,,,,,,,107271032
7,126,271,32,5,"SHIRTS/JACKETS",,,,,20,,,,20,,107271032
7,126,271,32,6,"JEANS",,,,,,,,,,,107271032
7,126,271,32,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107271032
7,126,271,32,4,"TROUSERS",,,,,20,,,,20,,107271032
7,126,271,32,8,"CLOTH FOR GARMENTS",,,,,,,30,,30,,107271032
7,126,271,32,2,"SMOCKS",,,,,,,,,,,107271032
7,126,271,32,3,"CLOTH",,,,,,,,,,,107271032
7,126,271,32,7,"UNDERWEAR",,,,,,,,,,,107271032
7,126,271,32,10,"FOOTWEAR",6,,,,,,15,,21,,107271032
7,126,271,32,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,15,,15,,107271032
7,126,272,1,7,"UNDERWEAR",,,,,2,,,,2,,107272001
7,126,272,1,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107272001
7,126,272,1,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107272001
7,126,272,1,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107272001
7,126,272,1,5,"SHIRTS/JACKETS",,,,,8,50,,,8,50,107272001
7,126,272,1,1,"SUITS",,,,,,,,,,,107272001
7,126,272,1,10,"FOOTWEAR",,,,,1,,,,1,,107272001
7,126,272,1,6,"JEANS",,,,,,,,,,,107272001
7,126,272,1,4,"TROUSERS",,,,,10,,,,10,,107272001
7,126,272,1,3,"CLOTH",,,,,,,,,,,107272001
7,126,272,1,2,"SMOCKS",,,,,,,,,,,107272001
7,126,272,2,7,"UNDERWEAR",,,,,3,,2,50,5,50,107272002
7,126,272,2,2,"SMOCKS",,,,,,,,,,,107272002
7,126,272,2,10,"FOOTWEAR",,,,,,,,,,,107272002
7,126,272,2,5,"SHIRTS/JACKETS",,,,,5,,,,5,,107272002
7,126,272,2,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,4,,,,4,,107272002
7,126,272,2,9,"OTHER GARMENTS AND CLOTHING",,,,,,,18,,18,,107272002
7,126,272,2,4,"TROUSERS",,,,,,,,,,,107272002
7,126,272,2,6,"JEANS",,,,,,,,,,,107272002
7,126,272,2,3,"CLOTH",,,,,,,,,,,107272002
7,126,272,2,1,"SUITS",,,,,,,,,,,107272002
7,126,272,2,8,"CLOTH FOR GARMENTS",,,,,8,,,,8,,107272002
7,126,272,3,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107272003
7,126,272,3,1,"SUITS",,,,,,,,,,,107272003
7,126,272,3,6,"JEANS",30,,,,,,,,30,,107272003
7,126,272,3,4,"TROUSERS",20,,,,10,,10,,40,,107272003
7,126,272,3,10,"FOOTWEAR",40,,,,10,,10,,60,,107272003
7,126,272,3,5,"SHIRTS/JACKETS",20,,,,10,,10,,40,,107272003
7,126,272,3,2,"SMOCKS",,,,,,,,,,,107272003
7,126,272,3,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107272003
7,126,272,3,7,"UNDERWEAR",20,,,,8,,,,28,,107272003
7,126,272,3,8,"CLOTH FOR GARMENTS",50,,,,,,30,,80,,107272003
7,126,272,3,3,"CLOTH",,,,,,,,,,,107272003
7,126,272,5,7,"UNDERWEAR",3,,,,2,,,,5,,107272005
7,126,272,5,1,"SUITS",,,,,,,,,,,107272005
7,126,272,5,10,"FOOTWEAR",17,,,,,,,,17,,107272005
7,126,272,5,6,"JEANS",,,,,,,,,,,107272005
7,126,272,5,8,"CLOTH FOR GARMENTS",,,,,,,15,,15,,107272005
7,126,272,5,3,"CLOTH",,,,,,,,,,,107272005
7,126,272,5,2,"SMOCKS",,,,,,,,,,,107272005
7,126,272,5,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107272005
7,126,272,5,5,"SHIRTS/JACKETS",12,,,,,,11,,23,,107272005
7,126,272,5,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,,,,,107272005
7,126,272,5,4,"TROUSERS",18,,,,,,12,,30,,107272005
7,126,272,6,1,"SUITS",,,,,3,50,,,3,50,107272006
7,126,272,6,4,"TROUSERS",8,,,,,,,,8,,107272006
7,126,272,6,2,"SMOCKS",,,,,,,,,,,107272006
7,126,272,6,3,"CLOTH",,,,,,,,,,,107272006
7,126,272,6,6,"JEANS",8,,,,,,20,,28,,107272006
7,126,272,6,8,"CLOTH FOR GARMENTS",,,,,,,,,,,107272006
7,126,272,6,9,"OTHER GARMENTS AND CLOTHING",,,,,45,,60,,105,,107272006
7,126,272,6,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,5,50,,,5,50,107272006
7,126,272,6,10,"FOOTWEAR",21,,,,,,,,21,,107272006
7,126,272,6,7,"UNDERWEAR",2,50,,,10,,6,,18,50,107272006
7,126,272,6,5,"SHIRTS/JACKETS",12,,,,,,12,,24,,107272006
7,126,272,7,8,"CLOTH FOR GARMENTS",70,,,,70,,100,,240,,107272007
7,126,272,7,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,20,,50,,70,,107272007
7,126,272,7,1,"SUITS",,,,,,,,,,,107272007
7,126,272,7,10,"FOOTWEAR",15,,,,20,,40,,75,,107272007
7,126,272,7,4,"TROUSERS",,,,,,,,,,,107272007
7,126,272,7,2,"SMOCKS",,,,,,,,,,,107272007
7,126,272,7,3,"CLOTH",,,,,,,,,,,107272007
7,126,272,7,7,"UNDERWEAR",,,,,,,,,,,107272007
7,126,272,7,6,"JEANS",,,,,,,,,,,107272007
7,126,272,7,5,"SHIRTS/JACKETS",,,,,,,,,,,107272007
7,126,272,7,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107272007
7,126,272,8,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107272008
7,126,272,8,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,10,,,,10,,107272008
7,126,272,8,6,"JEANS",,,,,,,,,,,107272008
7,126,272,8,8,"CLOTH FOR GARMENTS",,,,,30,,,,30,,107272008
7,126,272,8,7,"UNDERWEAR",,,,,,,,,,,107272008
7,126,272,8,2,"SMOCKS",,,,,,,,,,,107272008
7,126,272,8,3,"CLOTH",,,,,,,,,,,107272008
7,126,272,8,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107272008
7,126,272,8,10,"FOOTWEAR",,,,,10,,,,10,,107272008
7,126,272,8,4,"TROUSERS",,,,,10,,,,10,,107272008
7,126,272,8,1,"SUITS",,,,,,,,,,,107272008
7,126,272,9,9,"OTHER GARMENTS AND CLOTHING",,,,,,,,,,,107272009
7,126,272,9,8,"CLOTH FOR GARMENTS",,,,,,,30,,30,,107272009
7,126,272,9,5,"SHIRTS/JACKETS",,,,,10,,,,10,,107272009
7,126,272,9,3,"CLOTH",,,,,,,,,,,107272009
7,126,272,9,11,"TAILORING/LAUNDRY/CLEANING, CL",,,,,,,10,,10,,107272009
7,126,272,9,4,"TROUSERS",,,,,10,,,,10,,107272009
7,126,272,9,1,"SUITS",,,,,,,,,,,107272009
7,126,272,9,2,"SMOCKS",,,,,,,,,,,107272009
7,126,272,9,7,"UNDERWEAR",,,,,,,,,,,107272009
7,126,272,9,6,"JEANS",,,,,,,,,,,107272009
7,126,272,9,10,"FOOTWEAR",,,,,,,15,,15,,107272009
7,126,272,10,7,"UNDERWEAR",,,,,,,,,,,107272010
7,126,272,10,8,"CLOTH FOR GARMENTS",30,,,,,,50,,,,107272010
7,126,272,10,3,"CLOTH",,,,,,,,,,,107272010
7,126,272,10,4,"TROUSERS",,,,,10,,,,,,107272010
7,126,272,10,11,"TAILORING/LAUNDRY/CLEANING, CL",10,,,,,,15,,,,107272010
7,126,272,10,2,"SMOCKS",,,,,,,,,,,107272010
7,126,272,10,5,"SHIRTS/JACKETS",,,,,10,,,,,,107272010
7,126,272,10,6,"JEANS",,,,,,,,,,,107272010
