"id1","id2","hhno","s4aix1_plotno","s4aix_289i","s4aix_289ii","s4aix_290i","s4aix_290ii","s4aix_290iii","s4aix_291i","s4aix_291ii","s4aix_291iii","s4aix_292i","s4aix_292ii","s4aix_292iii","s4aix_293i","s4aix_293ii","s4aix_293iii","s4aix_294i","s4aix_294ii","s4aix_294iii","s4aix_295i","s4aix_295ii","s4aix_295iii","s4aix_296i","s4aix_296ii","s4aix_296iii","s4aix_297i","s4aix_297ii","s4aix_297iii","s4aix_298i","s4aix_298ii","s4aix_298iii"
8,149,108306025,2,6,11,,,,,,,,,,10,,2,,,,,,,10,6,2,1,2,4,,,
8,149,108306025,1,6,11,,,,,,,,,,14,,2,,,,,,,14,6,3,1,3,4,,,
8,149,108306027,2,6,11,,,,,,,,,,,,,,,,,,,5,6,2,1,4,3,1,2,5
8,149,108306027,1,6,11,,,,,,,,,,,,,,,,,,,5,6,2,1,4,3,1,2,5
8,149,108306027,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,149,108306027,4,7,12,,,,,,,,,,,,,,,,,,,5,6,2,1,4,3,1,2,2
8,149,108306027,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,149,108306027,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,149,108306028,1,6,11,,,,,,,,,,,,,,,,,,,60,6,1,30,4,3,,,
8,149,108306029,3,2,11,,,,,,,,,,,,,,,,,,,20,8,6,2,6,4,,,
8,149,108306029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,149,108306029,4,7,12,,,,,,,,,,,,,,,,,,,30,8,1,,,,,,
8,149,108306029,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,149,108306030,2,,,,,,,,,,,,,,,,,,,,,7,6,2,1,5,4,,,
8,149,108306030,3,,,,,,,,,,,,,,,,,,,,,8,6,5,1,6,7,,,
8,149,108306030,1,6,12,,,,,,,,,,,,,,,,,,,20,6,5,3,6,8,,,
8,149,108306030,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,149,108306031,1,5,11,,,,,,,,,,,,,,,,,,,15,6,2,2,6,7,2,4,4
8,149,108306031,2,6,11,,,,,,,,,,,,,,,,,,,10,6,2,,,,,,
8,149,108306032,1,,,,,,,,,,,,,,,,,,,,,40,6,3,4,6,2,4,4,2
8,149,108306032,2,,,,,,,,,,,,,,,,,,,,,10,6,3,1,6,2,3,4,2
8,149,108306032,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,150,108274006,1,5,12,,,,,,,,,,,,,,,,,,,20,9,5,20,9,2,,,
8,150,108274010,1,5,11,,,,,,,,,,,,,,,,,,,5,7,1,7,5,1,,,
8,150,108274014,1,5,11,7,5,6,,,,,,,,,,,,,,,,10,8,2,,,,,,
8,150,108274016,1,5,12,,,,,,,,,,,,,,,,,,,15,8,3,15,8,1,7,8,1
8,150,108274022,1,6,12,,,,,,,,,,,,,,,,,,,5,8,4,,,,,,
8,150,108274025,1,5,11,5,7,4,,,,,,,,,,,,,,,,5,7,3,7,5,1,2,3,1
8,150,108274026,1,5,11,2,8,10,,,,,,,,,,,,,,,,10,8,1,,,,,,
8,150,108274027,1,6,12,,,,,,,,,,,,,,,,,,,5,9,10,5,9,6,,,
8,150,108274027,2,6,12,,,,,,,,,,,,,,,,,,,3,9,10,3,9,6,,,
8,150,108274033,1,5,11,2,7,7,,,,,,,,,,,,,,,,5,6,6,,,,,,
8,150,108274034,1,5,11,3,8,12,,,,,,,,,,,,,,,,3,8,1,,,,,,
8,150,108274041,1,5,11,3,7,10,,,,,,,,,,,,,,,,7,7,1,5,7,1,,,
8,150,108274044,1,5,11,2,8,10,,,,,,,,,,,,,,,,15,8,2,,,,,,
8,150,108274045,1,5,12,,,,,,,,,,,,,,,,,,,15,9,1,,,,,,
8,150,108274056,1,5,11,3,2,,,,,,,,,,,,,,,,,7,5,1,,,,,,
8,151,108307003,2,4,7,1,4,1,,,,,,,,,,,,,,,,2,6,1,4,7,6,,,
8,151,108307003,1,4,8,1,4,1,,,,,,,,,,,,,,,,2,6,1,14,7,6,,,
8,151,108307008,2,5,8,1,3,1,,,,,,,,,,,,,,,,2,9,3,2,9,2,2,9,5
8,151,108307008,1,10,1,1,3,1,,,,,,,,,,,,,,,,24,9,3,24,9,2,4,9,5
8,151,108307009,2,4,8,1,3,1,,,,,,,,,,,,,,,,14,8,3,4,7,6,,,
8,151,108307009,1,4,9,1,2,1,,,,,,,,,,,,,,,,14,8,3,7,7,11,,,
8,151,108307016,2,5,6,4,8,4,,,,4,8,4,2,6,1,15,4,1,8,4,3,,,,,,,,,
8,151,108307016,1,5,6,,,,,,,,,,30,6,1,20,4,1,30,4,3,,,,,,,,,
8,151,108307018,2,5,6,8,4,6,,,,8,2,4,8,6,2,2,4,2,2,2,2,,,,,,,,,
8,151,108307018,1,5,6,8,4,6,,,,8,2,4,8,6,2,2,4,2,2,2,2,,,,,,,,,
8,151,108307021,2,14,6,2,14,2,6,,,,,,,,,,,,,,,,,,,,,,,
8,151,108307021,1,18,6,2,12,4,6,,,,,,,,,,,,,,,,,,,,,,,
8,151,108307023,1,5,6,8,4,1,,,,,,,14,6,1,12,6,3,12,6,2,,,,,,,,,
8,151,108307023,2,5,6,6,4,1,,,,,,,12,6,1,12,6,3,12,6,2,,,,,,,,,
8,151,108307023,3,5,6,6,8,2,,,,,,,8,6,1,12,6,3,12,6,2,,,,,,,,,
8,151,108307027,1,5,6,3,6,1,,,,,,,12,6,1,10,4,1,5,4,4,,,,,,,,,
8,151,108307027,3,5,6,1,6,1,,,,,,,14,6,1,10,4,1,5,4,4,,,,,,,,,
8,151,108307027,2,5,6,1,6,1,,,,,,,14,6,1,10,4,1,5,4,4,,,,,,,,,
8,151,108307028,1,,,,,,,,,,,,,,,,,,,,,10,5,1,,,,,,
8,151,108307028,2,,,,,,,,,,,,,,,,,,,,,4,5,1,,,,,,
8,151,108307033,2,6,10,,,,,,,,,,,,,,,,,,,35,5,2,3,5,1,1,4,2
8,151,108307033,1,6,10,,,,,,,,,,,,,,,,,,,30,5,2,5,5,1,3,4,2
8,151,108307034,2,6,10,3,4,6,,,,,,,,,,,,,,,,20,8,1,3,7,4,,,
8,151,108307034,1,6,10,,,,,,,,,,,,,,,,,,,30,8,1,3,7,6,,,
8,151,108307038,1,6,11,,,,,,,,,,,,,,,,,,,22,6,2,20,5,1,2,4,5
8,151,108307038,2,6,11,,,,,,,,,,,,,,,,,,,9,7,3,1,7,4,1,7,4
8,151,108307040,1,10,1,,,,,,,,,,,,,,,,,,,24,8,3,10,7,6,,,
8,151,108307040,2,7,10,2,4,2,,,,,,,,,,,,,,,,4,8,3,3,8,5,,,
8,151,108308001,1,,,,,,,,,,,,,,,,,,,,,15,8,6,4,8,8,10,5,6
8,151,108308001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,151,108308003,1,5,11,8,5,2,,,,,,,,,,,,,,,,20,8,1,4,7,4,,,
8,151,108308003,2,3,11,6,5,4,,,,,,,,,,,,,,,,28,6,2,,,,,,
8,151,108308005,1,6,9,7,6,3,,,,,,,,,,,,,,,,2,7,6,1,7,15,1,5,3
8,151,108308005,3,6,11,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,
8,151,108308005,2,5,8,10,6,8,,,,,,,,,,,,,,,,3,6,5,1,7,7,1,5,3
8,151,108308005,4,7,9,2,6,3,,,,,,,,,,,,,,,,3,6,4,,,,,,
8,151,108308006,1,6,11,,,,,,,,,,,,,,,,,,,24,6,1,4,4,1,4,2,1
8,151,108308010,2,4,10,1,3,1,,,,,,,,,,,,,,,,3,3,4,,,,,,
8,151,108308010,1,4,8,1,4,1,,,,,,,,,,,,,,,,2,3,4,,,,,,
8,151,108308014,1,4,10,4,4,4,,,,,,,,,,,,,,,,6,3,1,6,3,1,,,
8,151,108308014,2,4,12,1,4,4,,,,,,,,,,,,,,,,1,4,1,,,,,,
8,151,108308014,3,5,8,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,
8,151,108308020,2,5,9,,,,,,,,,,,,,,,,,,,2,9,2,2,9,3,2,9,5
8,151,108308020,1,4,8,,,,,,,,,,,,,,,,,,,3,9,2,3,9,3,2,9,5
8,151,108308020,3,9,11,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,4,3
8,151,108308026,3,9,11,,,,,,,,,,,,,,,,,,,1,6,2,1,6,1,1,6,1
8,151,108308026,1,4,8,,,,,,,,,,,,,,,,,,,14,6,1,2,6,1,,,
8,151,108308026,2,4,8,,,,,,,,,,,,,,,,,,,1,6,4,,,,,,
8,151,108308030,1,4,5,14,8,6,4,4,4,8,6,6,20,8,2,20,8,1,20,8,1,,,,,,,,,
8,151,108308032,2,4,6,15,18,2,2,5,2,1,4,4,1,12,1,2,4,1,1,2,1,,,,,,,,,
8,151,108308032,1,4,6,31,42,6,2,10,4,1,4,4,1,28,1,2,8,1,1,4,1,,,,,,,,,
8,151,108308035,1,4,6,,,,,,,,,,36,8,1,,,,,,,,,,,,,,,
8,151,108308041,1,4,5,1,4,2,,,,,,,4,6,3,4,6,1,,,,,,,,,,,,
8,151,108308043,1,4,5,3,7,4,,,,,,,1,8,5,,,,,,,,,,,,,,,
8,151,108308048,2,4,9,,,,,,,,,,,,,,,,,,,6,10,2,2,3,4,2,3,4
8,151,108308048,1,5,12,,,,,,,,,,,,,,,,,,,20,8,2,2,5,4,2,5,4
8,151,108308048,3,9,11,,,,,,,,,,,,,,,,,,,2,8,1,,,,1,2,4
8,151,108309005,2,5,11,5,4,6,,,,,,,,,,,,,,,,3,6,3,2,5,2,2,2,1
8,151,108309005,1,5,11,,,,,,,,,,,,,,,,,,,8,6,3,3,5,2,3,2,1
8,151,108309014,3,5,11,,,,,,,,,,,,,,,,,,,5,6,6,,,,,,
8,151,108309014,1,5,11,,,,,,,,,,,,,,,,,,,10,7,1,,,,,,
8,151,108309014,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,151,108309014,2,5,11,,,,,,,,,,,,,,,,,,,2,6,20,,,,,,
8,151,108309016,2,4,11,,,,,,,,,,,,,,,,,,,20,6,1,4,5,2,2,5,3
8,151,108309016,1,5,11,1,8,8,,,,,,,,,,,,,,,,30,6,1,7,5,2,,,
8,151,108309020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,151,108309020,1,6,,,,,,,,,,,,,,,,,,,,20,6,2,2,5,4,2,2,4
8,151,108309022,1,5,11,,,,,,,,,,,,,,,,,,,15,6,3,6,6,2,,,
8,151,108309022,2,5,11,,,,,,,,,,,,,,,,,,,15,6,3,10,6,2,,,
8,151,108309025,1,4,5,,,,,,,,,,28,8,1,15,8,1,,,,,,,,,,,,
8,151,108309026,1,4,5,,,,,,,,,,26,8,2,15,8,1,4,4,1,,,,,,,,,
8,151,108309028,1,5,11,3,6,2,,,,,,,,,,,,,,,,45,8,1,5,8,1,10,8,3
8,151,108309031,1,5,6,14,8,8,4,8,6,8,8,2,20,8,1,16,8,1,,,,,,,,,,,,
8,151,108309032,2,5,6,7,4,4,,,,,,,10,8,4,10,8,4,7,4,2,2,4,2,,,,,,
8,151,108309032,3,5,6,2,4,4,,,,,,,10,8,1,10,8,1,7,4,2,,,,,,,,,
8,151,108309032,1,5,6,,,,,,,,,,30,8,4,10,8,4,10,4,2,2,4,2,,,,,,
8,151,108309032,4,5,6,2,4,4,,,,,,,10,8,1,10,8,1,6,4,2,,,,,,,,,
8,151,108309033,1,4,11,1,2,1,,,,,,,,,,,,,,,,1,8,1,1,8,1,,,
8,151,108309036,1,4,8,1,4,1,,,,,,,,,,,,,,,,16,6,1,16,6,1,,,
8,151,108309036,2,4,9,1,2,1,,,,,,,,,,,,,,,,8,6,1,8,6,1,,,
8,151,108309039,2,4,9,,,,,,,,,,,,,,,,,,,5,4,30,15,4,8,,,
8,151,108309039,1,4,9,,,,,,,,,,,,,,,,,,,5,4,30,15,4,8,,,
8,151,108309040,1,4,8,1,10,6,,,,,,,,,,,,,,,,40,8,1,15,4,1,,,
8,151,108309041,2,,,,,,,,,,,,,,,,,,,,,1,10,10,4,5,2,1,10,2
8,151,108309041,1,4,9,,,,,,,,,,,,,,,,,,,36,10,5,30,5,4,36,10,2
8,152,108288001,3,6,12,,,,,,,,,,,,,,,,,,,2,7,5,2,7,2,,,
8,152,108288001,2,6,12,1,1,2,,,,,,,,,,,,,,,,2,7,5,2,7,7,,,
8,152,108288001,1,11,10,6,7,10,,,,,,,,,,,,,,,,2,7,5,2,7,7,,,
8,152,108288002,2,4,12,3,7,5,1,7,8,,,,,,,,,,,,,3,7,1,1,7,4,,,
8,152,108288002,1,11,12,3,7,5,1,7,8,,,,,,,,,,,,,3,7,1,1,7,4,,,
8,152,108288003,2,4,11,,,,,,,,,,,,,,,,,,,14,7,5,4,7,4,,,
8,152,108288003,1,11,12,5,7,10,,,,,,,,,,,,,,,,4,7,4,4,7,4,,,
8,152,108288003,3,4,12,,,,,,,,,,,,,,,,,,,28,7,5,4,7,4,,,
8,152,108288003,4,4,12,,,,,,,,,,,,,,,,,,,3,7,5,4,7,4,,,
8,152,108288004,4,6,12,,,,,,,,,,,,,,,,,,,4,7,2,3,7,2,,,
8,152,108288004,2,6,12,,,,,,,,,,,,,,,,,,,8,7,2,3,7,2,,,
8,152,108288004,3,6,12,,,,,,,,,,,,,,,,,,,8,7,2,3,7,2,,,
8,152,108288004,1,11,10,3,7,7,,,,,,,,,,,,,,,,3,7,2,3,7,2,,,
8,152,108288005,3,6,12,,,,,,,,,,,,,,,,,,,12,7,2,2,7,3,2,7,4
8,152,108288005,2,6,12,,,,,,,,,,,,,,,,,,,14,7,2,2,7,3,2,7,4
8,152,108288005,1,11,10,,,,,,,,,,,,,,,,,,,21,7,2,2,7,3,2,7,4
8,152,108288006,2,6,9,,,,,,,,,,,,,,,,,,,2,6,2,2,6,2,2,6,2
8,152,108288006,1,5,9,,,,,,,,,,,,,,,,,,,7,6,5,7,6,2,7,6,2
8,152,108288007,1,5,9,,,,,,,,,,,,,,,,,,,2,6,4,,,,,,
8,152,108288007,3,6,9,,,,,,,,,,,,,,,,,,,3,6,2,3,2,3,,,
8,152,108288007,2,6,9,,,,,,,,,,,,,,,,,,,3,6,2,3,2,3,,,
8,152,108288008,1,5,9,,,,,,,,,,,,,,,,,,,7,6,8,6,6,3,,,
8,152,108288008,3,6,9,,,,,,,,,,,,,,,,,,,1,6,2,1,6,3,,,
8,152,108288008,2,6,9,,,,,,,,,,,,,,,,,,,1,6,2,1,6,3,,,
8,152,108288009,1,5,9,,,,,,,,,,,,,,,,,,,10,6,1,10,6,2,10,6,2
8,152,108288009,2,6,9,,,,,,,,,,,,,,,,,,,2,6,1,2,6,2,2,6,2
8,152,108288010,1,5,9,,,,,,,,,,,,,,,,,,,7,6,1,7,6,2,7,6,2
8,152,108288010,2,6,9,,,,,,,,,,,,,,,,,,,1,6,1,1,6,2,1,6,2
8,152,108288011,2,7,11,,,,,,,,,,,,,,,,,,,12,8,2,4,7,1,12,7,1
8,152,108288011,1,6,11,,,,,,,,,,,,,,,,,,,10,7,2,2,7,1,10,7,1
8,152,108288011,3,1,12,,,,,,,,,,,,,,,,,,,25,7,4,,,,10,7,1
8,152,108288013,3,1,12,,,,,,,,,,,,,,,,,,,10,3,20,,,,,,
8,152,108288013,4,7,12,2,6,2,,,,,,,,,,,,,,,,2,4,2,,,,,,
8,152,108288013,2,7,11,,,,,,,,,,,,,,,,,,,7,7,2,3,5,3,3,5,2
8,152,108288013,1,6,11,6,5,5,,,,,,,,,,,,,,,,4,5,2,2,5,3,2,5,2
8,152,108288014,3,1,12,,,,,,,,,,,,,,,,,,,39,7,2,4,4,3,,,
8,152,108288014,1,6,11,,,,,,,,,,,,,,,,,,,6,7,2,2,5,3,1,3,4
8,152,108288014,2,7,11,,,,,,,,,,,,,,,,,,,6,7,2,1,5,3,1,3,4
8,152,108288015,1,6,11,,,,,,,,,,,,,,,,,,,20,6,1,14,6,3,12,5,4
8,152,108288015,3,1,12,,,,,,,,,,,,,,,,,,,14,5,6,2,4,2,,,
8,152,108288015,2,7,11,,,,,,,,,,,,,,,,,,,5,6,1,2,6,4,2,4,5
8,152,108288015,4,7,12,,,,,,,,,,,,,,,,,,,17,5,1,,,,,,
8,152,108288016,3,1,12,,,,,,,,,,,,,,,,,,,19,6,6,,,,,,
8,152,108288016,4,7,12,,,,,,,,,,,,,,,,,,,13,6,3,,,,,,
8,152,108288016,1,6,11,,,,,,,,,,,,,,,,,,,7,6,4,2,6,5,2,6,4
8,152,108288016,2,7,11,,,,,,,,,,,,,,,,,,,18,6,4,2,6,5,2,6,4
8,152,108289001,2,6,12,1,1,2,,,,,,,,,,,,,,,,1,7,3,1,7,5,,,
8,152,108289001,1,6,12,1,1,2,,,,,,,,,,,,,,,,2,7,3,2,7,5,,,
8,152,108289005,2,6,12,1,2,2,,,,,,,,,,,,,,,,1,7,4,1,7,10,,,
8,152,108289005,4,6,12,1,1,2,,,,,,,,,,,,,,,,1,7,4,1,7,10,,,
8,152,108289005,3,6,12,1,2,2,,,,,,,,,,,,,,,,1,7,4,1,7,10,,,
8,152,108289005,1,4,12,4,7,10,,,,,,,,,,,,,,,,1,7,4,1,7,10,,,
8,152,108289008,2,6,9,4,6,4,4,6,6,,,,,,,,,,,,,4,6,6,4,6,2,,,
8,152,108289008,1,6,9,,,,,,,,,,,,,,,,,,,5,6,4,,,,,,
8,152,108289008,3,6,9,,,,,,,,,,,,,,,,,,,2,6,7,2,6,3,,,
8,152,108289011,4,6,12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
8,152,108289011,3,4,12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
8,152,108289011,2,4,12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
8,152,108289011,1,6,12,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,
8,152,108289012,1,6,9,,,,,,,,,,,,,,,,,,,1,6,6,1,5,10,,,
8,152,108289012,2,6,9,,,,,,,,,,,,,,,,,,,1,6,6,1,5,5,,,
8,152,108289012,3,6,9,6,6,1,1,6,5,,,,,,,,,,,,,1,6,6,1,5,6,,,
8,152,108289012,5,6,9,,,,,,,,,,,,,,,,,,,5,6,6,,,,,,
8,152,108289012,4,6,9,,,,,,,,,,,,,,,,,,,1,6,6,1,5,6,,,
8,152,108289013,4,7,11,,,,,,,,,,,,,,,,,,,1,7,3,,,,,,
8,152,108289013,1,6,11,1,7,5,,,,,,,,,,,,,,,,4,7,3,4,1,1,4,7,3
8,152,108289013,2,7,11,,,,1,6,8,,,,,,,,,,,,,1,6,5,7,6,6,1,6,3
8,152,108289013,5,1,12,5,6,6,,,,,,,,,,,,,,,,10,5,2,,,,,,
8,152,108289013,3,6,11,1,6,4,,,,,,,,,,,,,,,,1,6,5,3,4,10,1,6,4
8,152,108289014,4,1,12,1,2,10,,,,,,,,,,,,,,,,60,4,4,,,,,,
8,152,108289014,1,6,11,,,,,,,,,,,,,,,,,,,2,7,3,2,7,2,2,,5
8,152,108289014,2,5,11,,,,,,,,,,,,,,,,,,,2,5,7,2,5,10,1,5,3
8,152,108289014,3,6,12,,,,,,,,,,,,,,,,,,,1,6,2,,,,1,6,4
8,152,108289018,2,7,11,,,,1,5,5,1,5,5,,,,,,,,,,1,6,2,,,,,,
8,152,108289018,3,1,12,,,,,,,,,,,,,,,,,,,5,5,1,,,,,,
8,152,108289018,1,6,11,,,,,,,,,,,,,,,,,,,5,6,3,2,6,3,3,6,2
8,152,108289020,2,6,11,,,,,,,,,,,,,,,,,,,3,5,4,3,5,4,2,5,5
8,152,108289020,1,6,11,,,,,,,,,,,,,,,,,,,3,5,5,3,5,7,3,5,8
8,152,108289020,3,1,12,2,2,25,,,,,,,,,,,,,,,,13,2,13,,,,,,
8,152,108289026,3,6,9,,,,,,,,,,,,,,,,,,,1,6,4,1,6,5,,,
8,152,108289026,4,6,9,,,,,,,,,,,,,,,,,,,1,6,4,1,6,5,,,
8,152,108289026,1,6,9,,,,,,,,,,,,,,,,,,,3,6,3,,,,,,
8,152,108289026,2,6,9,,,,,,,,,,,,,,,,,,,1,6,4,1,6,5,,,
8,152,108289031,3,6,9,1,6,6,1,6,4,,,,,,,,,,,,,1,6,5,1,6,6,,,
8,152,108289031,1,6,9,,,,,,,,,,,,,,,,,,,2,6,2,,,,,,
8,152,108289031,2,6,9,,,,,,,,,,,,,,,,,,,1,6,10,1,6,12,,,
8,152,108289037,4,1,12,,,,,,,,,,,,,,,,,,,3,6,2,,,,,,
8,152,108289037,1,6,11,,,,,,,,,,,,,,,,,,,5,6,2,5,6,4,3,6,3
8,152,108289037,3,6,11,1,5,15,,,,,,,,,,,,,,,,1,6,2,1,6,4,1,6,3
8,152,108289037,2,6,11,,,,,,,,,,,,,,,,,,,1,6,5,1,6,6,1,6,5
8,152,108289038,2,6,9,,,,,,,,,,,,,,,,,,,1,6,4,1,6,10,1,6,6
8,152,108289038,5,6,9,,,,,,,,,,,,,,,,,,,1,6,1,,,,,,
8,152,108289038,1,4,9,,,,,,,,,,,,,,,,,,,3,6,1,,,,,,
8,152,108289038,4,6,9,,,,,,,,,,,,,,,,,,,1,6,10,1,6,30,1,6,10
8,152,108289038,3,6,9,,,,,,,,,,,,,,,,,,,1,6,2,1,6,4,1,6,6
8,152,108289041,3,6,12,1,1,2,,,,,,,,,,,,,,,,1,7,3,1,7,10,,,
8,152,108289041,2,6,12,1,2,2,,,,,,,,,,,,,,,,1,7,3,1,7,10,,,
8,152,108289041,1,6,12,1,7,15,,,,,,,,,,,,,,,,1,7,3,1,7,4,,,
8,152,108289047,4,6,12,,,,1,2,2,1,7,10,,,,,,,,,,,,,,,,,,
8,152,108289047,1,11,12,,,,3,7,10,1,7,10,,,,,,,,,,,,,,,,,,
8,152,108289047,2,6,12,,,,1,2,2,1,7,10,,,,,,,,,,,,,,,,,,
8,152,108289047,3,6,12,,,,1,2,2,1,7,10,,,,,,,,,,,,,,,,,,
8,152,108289047,5,6,12,,,,1,2,2,1,7,10,,,,,,,,,,,,,,,,,,
8,152,108290002,3,1,1,,,,,,,,,,,,,,,,,,,10,4,5,,,,5,4,7
8,152,108290002,2,6,12,,,,,,,,,,,,,,,,,,,3,6,10,1,6,13,1,6,7
8,152,108290002,4,1,1,,,,,,,,,,,,,,,,,,,9,5,5,,,,5,4,7
8,152,108290002,1,6,12,,,,,,,,,,,,,,,,,,,4,6,4,4,6,3,4,5,7
8,152,108290003,2,1,1,4,6,7,,,,,,,,,,,,,,,,4,7,3,,,,,,
8,152,108290003,1,6,12,,,,,,,,,,,,,,,,,,,3,5,4,2,5,7,1,5,5
8,152,108290005,3,1,1,4,5,7,,,,,,,,,,,,,,,,4,4,10,,,,,,
8,152,108290005,1,6,12,,,,,,,,,,,,,,,,,,,3,8,6,1,8,7,1,8,5
8,152,108290005,2,6,12,,,,,,,,,,,,,,,,,,,5,8,6,4,8,7,1,8,5
8,152,108290006,1,6,12,1,2,2,,,,,,,,,,,,,,,,1,5,4,1,5,3,1,5,6
8,152,108290007,3,6,12,1,2,2,1,6,12,,,,,,,,,,,,,1,6,4,1,6,3,,,
8,152,108290007,4,6,12,2,7,15,,,,,,,,,,,,,,,,1,6,4,1,6,3,,,
8,152,108290007,5,6,12,1,2,2,1,6,12,,,,,,,,,,,,,1,6,4,1,6,3,,,
8,152,108290007,1,6,12,1,3,2,1,6,12,,,,,,,,,,,,,1,6,4,1,6,3,,,
8,152,108290007,2,6,12,1,1,2,1,6,12,,,,,,,,,,,,,1,6,4,1,6,3,,,
8,152,108290008,2,4,12,4,7,6,2,7,6,,,,,,,,,,,,,,,,,,,,,
8,152,108290008,1,6,12,4,7,6,2,7,6,,,,,,,,,,,,,,,,,,,,,
8,152,108290010,3,6,12,1,2,2,1,7,8,,,,,,,,,,,,,1,7,5,1,7,4,,,
8,152,108290010,1,6,12,2,7,14,1,7,8,,,,,,,,,,,,,1,7,5,1,7,4,,,
8,152,108290010,4,6,12,1,2,2,1,7,8,,,,,,,,,,,,,1,7,5,1,7,4,,,
8,152,108290010,2,6,12,1,2,2,1,7,8,,,,,,,,,,,,,1,7,5,1,7,4,,,
8,152,108290015,2,6,9,,,,,,,,,,,,,,,,,,,2,6,1,,,,,,
8,152,108290015,3,6,9,,,,,,,,,,,,,,,,,,,3,6,2,3,6,2,,,
8,152,108290015,1,6,9,,,,,,,,,,,,,,,,,,,2,6,1,2,6,1,,,
8,152,108290016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,152,108290016,2,6,9,,,,,,,,,,,,,,,,,,,2,6,6,2,6,3,2,6,2
8,152,108290016,1,6,9,,,,,,,,,,,,,,,,,,,2,6,5,2,6,3,2,6,2
8,152,108290017,2,6,9,,,,,,,,,,,,,,,,,,,5,6,2,1,6,2,,,
8,152,108290017,3,6,9,,,,,,,,,,,,,,,,,,,2,6,4,2,6,8,,,
8,152,108290017,1,6,9,,,,,,,,,,,,,,,,,,,5,6,2,1,6,2,,,
8,152,108290018,2,6,9,,,,,,,,,,,,,,,,,,,3,6,4,3,6,5,,,
8,152,108290018,1,6,9,,,,,,,,,,,,,,,,,,,5,6,4,,,,,,
8,152,108290018,3,6,9,,,,,,,,,,,,,,,,,,,1,6,4,1,6,5,,,
8,152,108290018,4,6,9,,,,,,,,,,,,,,,,,,,5,6,2,4,5,2,,,
8,152,108290021,1,6,12,,,,,,,,,,,,,,,,,,,6,3,1,4,3,6,4,3,2
8,152,108290021,2,6,12,,,,,,,,,,,,,,,,,,,4,4,1,1,4,6,1,4,2
8,152,108290021,3,1,1,,,,,,,,,,,,,,,,,,,30,4,1,,,,,,
8,152,108290023,1,6,9,,,,,,,,,,,,,,,,,,,3,6,4,,6,6,3,6,4
8,152,108290023,2,6,9,,,,,,,,,,,,,,,,,,,10,6,5,,,,,,
8,152,108290027,2,4,11,,,,,,,,,,,,,,,,,,,3,5,6,3,5,4,,,
8,152,108290027,4,6,11,,,,,,,,,,,,,,,,,,,5,4,3,5,6,2,,,
8,152,108290027,6,6,1,,,,,,,,,,,,,,,,,,,10,4,3,6,4,3,,,
8,152,108290027,3,1,1,10,7,5,,,,,,,,,,,,,,,,14,7,6,13,5,4,,,
8,152,108290027,5,7,1,,,,,,,,,,,,,,,,,,,7,4,3,7,4,3,,,
8,152,108290027,1,6,11,,,,,,,,,,,,,,,,,,,4,7,5,8,5,2,,,
8,152,108290029,1,11,10,10,7,5,,,,,,,,,,,,,,,,10,7,1,10,3,1,,,
8,152,108290029,4,6,12,1,1,2,,,,,,,,,,,,,,,,1,1,1,1,3,1,,,
8,152,108290029,2,6,12,1,1,2,,,,,,,,,,,,,,,,1,1,1,1,3,1,,,
8,152,108290029,3,6,12,1,1,2,,,,,,,,,,,,,,,,1,1,1,1,3,1,,,
8,153,108282001,2,6,12,,,,,,,,,,,,,,,,,,,7,7,3,1,7,5,,,
8,153,108282001,1,2,12,,,,,,,,,,,,,,,,,,,13,7,3,2,7,5,,,
8,153,108282001,3,6,12,,,,,,,,,,,,,,,,,,,5,7,3,1,7,5,,,
8,153,108282002,1,2,12,,,,,,,,,,,,,,,,,,,10,7,3,1,7,3,,,
8,153,108282002,3,6,12,,,,,,,,,,,,,,,,,,,7,7,3,1,7,3,,,
8,153,108282002,2,6,12,,,,,,,,,,,,,,,,,,,6,7,3,1,7,3,,,
8,153,108282003,2,6,12,,,,,,,,,,,,,,,,,,,1,7,4,1,7,7,,,
8,153,108282003,1,12,12,,,,,,,,,,,,,,,,,,,14,7,4,2,7,7,,,
8,153,108282003,3,6,12,,,,,,,,,,,,,,,,,,,12,7,4,3,7,7,,,
8,153,108282005,1,2,12,,,,,,,,,,,,,,,,,,,15,7,4,2,7,4,,,
