"id1","id2","id3","id4","s4av2_plotno","s4v_a120i","s4v_a120ii","s4v_a120iii","s4v_a120iv","s4v_a120v","s4v_a120vi","s4v_a120vii","s4v_a120viii","s4v_a120ix","s4v_a120x","s4v_a120b","s4v_a121i","s4v_a121ii","s4v_a122i","s4v_a122ii","s4v_a123i","s4v_a123ii","s4v_a124i","s4v_a124ii","s4v_a125","s4v_a126i","s4v_a126ii","s4v_a127","s4v_a128","s4v_a129i","s4v_a129ii","s4v_a130i","s4v_a130ii","s4v_a131i","s4v_a131ii","s4v_a132i","s4v_a132ii","s4v_a133","s4v_a134i","s4v_a133ii","s4v_a135","s4v_a136","s4v_a137i","s4v_a137ii","s4v_a138i","s4v_a138ii","s4v_a139i","s4v_a139ii","s4v_a140i","s4v_a140ii","s4v_a141","s4v_a142i","s4v_a142ii","s4v_a143","s4v_a144","s4v_a145i","s4v_a145ii","s4v_a146i","s4v_a146ii","s4v_a147i","s4v_a147ii","s4v_a148i","s4v_a148ii","s4v_a149","s4v_a150i","s4v_a150ii","s4v_a151","s4v_a152","s4v_a153i","s4v_a153ii","s4v_a154i","s4v_a154ii","s4v_a155i","s4v_a155ii","s4v_a156i","s4v_a156ii","s4v_a157","s4v_a158i","s4v_a158ii","s4v_a159","s4v_a160","hhno"
1,2,25,101,1,6,29,5,8,,,,,,,4,6,7,1,18,138,,138,,2,,,1,15,29,7,3,8,15,,,,2,,,2,,5,6,2,4,8,,,,2,,,1,100,8,6,2,4,6,,,,2,,,1,15,,,,,,,,,,,,,,101025101
1,2,26,4,1,6,,,,,,,,,,1,6,7,1.5,18,220,,207,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026004
1,2,26,6,1,6,,,,,,,,,,1,6,7,0.5,18,75,,51,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026006
1,2,26,8,2,6,,,,,,,,,,1,6,7,2,18,300,,204,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026008
1,2,26,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026008
1,2,26,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026010
1,2,26,10,1,6,,,,,,,,,,1,6,7,2,18,300,,204,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026010
1,2,26,17,1,6,,,,,,,,,,1,6,7,6,14,12,,12,,2,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026017
1,2,26,19,1,6,,,,,,,,,,1,6,7,5,18,510,,510,,2,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026019
1,2,26,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026023
1,2,26,23,2,6,,,,,,,,,,1,6,7,5,18,750,,510,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026023
1,2,26,24,2,6,,,,,,,,,,1,6,7,5,14,11,,11,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026024
1,2,26,24,1,6,,,,,,,,,,1,6,7,5,14,11,,11,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026024
1,2,26,26,1,6,,,,,,,,,,1,6,7,2,18,300,,300,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026026
1,2,26,29,1,6,5,29,40,8,7,,,,,1,6,7,1,18,150,,102,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026029
1,2,26,30,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026030
1,2,26,30,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026030
1,2,26,40,1,6,,,,,,,,,,1,6,7,1,18,150,,102,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026040
1,2,26,40,2,6,,,,,,,,,,1,6,7,0.5,18,75,,51,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026040
1,2,26,42,1,6,29,,,,,,,,,1,6,7,2,18,300,,204,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026042
1,2,26,42,2,6,29,,,,,,,,,1,6,7,3,18,450,,306,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026042
1,2,26,42,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026042
1,2,26,43,1,6,,,,,,,,,,1,6,7,2,18,300,,204,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026043
1,2,26,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101026043
1,2,28,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028008
1,2,28,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028008
1,2,28,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028008
1,2,28,8,4,22,6,,,,,,,,,1,22,7,70,8,98,,98,,2,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028008
1,2,28,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028009
1,2,28,9,1,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028009
1,2,28,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028009
1,2,28,10,1,6,22,5,29,,,,,,,4,6,7,2,18,276,,276,,1,100,,1,10,22,7,45,6,202,50,202,50,1,105,,1,5,5,6,15,4,15,,4,,2,,,1,3,29,7,9,80,10,80,2,40,1,5,,1,2,,,,,,,,,,,,,,101028010
1,2,28,15,1,6,22,1,,,,,,,,1,22,7,30,8,8,,,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028015
1,2,28,21,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028021
1,2,28,21,1,6,22,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028021
1,2,28,21,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028021
1,2,28,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028026
1,2,28,28,1,6,29,5,8,28,,,,,,3,29,7,50,8,200,,180,,2,,,1,3,5,6,15,4,60,,44,,2,,,1,5,8,6,10,4,50,,35,,2,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,101028028
1,2,28,32,1,5,29,6,22,,,,,,,4,5,6,5,4,20,,8,,2,,,1,3,29,7,30,8,60,,40,,1,25,,1,5,6,7,1,18,138,,138,,2,,,1,100,22,7,250,8,22,50,15,,1,10,,1,5,,,,,,,,,,,,,,101028032
1,2,28,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028032
1,2,28,34,1,6,39,,,,,,,,,1,6,7,30,14,66,,66,,2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028034
1,2,28,35,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028035
1,2,28,35,1,6,,,,,,,,,,1,6,7,4,18,552,,552,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028035
1,2,28,35,2,6,,,,,,,,,,1,6,7,2,18,276,,276,,2,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028035
1,2,28,41,1,6,2,,,,,,,,,2,6,7,2,18,276,,276,,1,170,,1,5,2,7,20,12,30,,30,,1,15,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028041
1,2,28,41,2,6,2,,,,,,,,,2,6,7,3,18,414,,414,,1,250,,1,5,2,7,70,12,105,,105,,1,65,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028041
1,2,28,44,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028044
1,2,28,44,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028044
1,2,28,44,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101028044
1,5,4,10,1,5,29,,,,,,,,,1,5,6,1,4,10,,0,,1,60,,2,,29,7,5,8,25,,0,,1,100,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004010
1,5,4,14,1,5,,,,,,,,,,1,5,6,3,4,45,,0,,1,225,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004014
1,5,4,16,2,5,,,,,,,,,,1,5,6,4,4,40,,0,,1,20,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004016
1,5,4,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004016
1,5,4,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004020
1,5,4,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004022
1,5,4,24,1,5,,,,,,,,,,2,5,6,5,19,60,,0,,1,120,,2,,22,7,5,8,5,,0,,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004024
1,5,4,24,2,5,,,,,,,,,,1,5,6,0,19,0,,0,,1,60,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004024
1,5,4,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004031
1,5,4,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004031
1,5,4,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004032
1,5,4,32,1,5,,,,,,,,,,1,5,6,8,19,96,,60,,2,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004032
1,5,4,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101004032
1,6,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001003
1,6,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001003
1,6,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001004
1,6,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001004
1,6,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001004
1,6,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001012
1,6,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001015
1,6,1,15,3,5,,,,,,,,,,,5,6,10,18,100,,10,,2,,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001015
1,6,1,15,2,5,,,,,,,,,,,5,6,3,18,30,,5,,2,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001015
1,6,1,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001023
1,6,1,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001024
1,6,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001024
1,6,1,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001024
1,6,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001029
1,6,1,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001034
1,6,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101001035
1,6,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101002002
1,6,2,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101002023
1,6,2,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101002028
1,6,2,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101002052
1,8,13,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013006
1,8,13,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013006
1,8,13,8,2,22,5,29,,,,,,,,2,22,7,3,4,28,,24,,1,16,,1,2,5,6,10,4,66,,60,,2,,,2,,29,7,6,8,24,,,,1,28,,1,600,,,,,,,,,,,,,,,,,,,,,,,,,,,101013008
1,8,13,8,1,22,,,,,,,,,,1,22,7,4,4,36,,32,,1,24,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013008
1,8,13,8,3,6,,,,,,,,,,1,6,7,0.5,19,75,20,75,20,1,130,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013008
1,8,13,15,2,29,,,,,,,,,,,29,7,5,8,20,,,,1,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013015
1,8,13,15,3,22,,,,,,,,,,,22,7,1,4,15,,,,1,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013015
1,8,13,15,1,5,,,,,,,,,,,5,6,4,4,32,,,,1,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013015
1,8,13,19,1,22,5,22,,,,,,,,3,22,7,7,4,72,,72,,1,32,,1,4,5,6,6,19,150,,20,,1,250,,2,,29,7,10,8,50,,25,,1,60,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,101013019
1,8,13,20,2,22,5,,,,,,,,,2,22,7,10,4,70,,40,,1,30,,2,,5,6,7,19,40,,,,1,20,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013020
1,8,13,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013020
1,8,13,20,1,6,29,,,,,,,,,2,6,7,1,18,130,,130,,2,,,2,,29,7,5,8,20,,,,1,18,,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013020
1,8,13,28,1,22,,,,,,,,,,1,22,7,3,4,21,,21,,1,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013028
1,8,13,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013028
1,8,13,28,4,5,29,,,,,,,,,2,5,6,6,19,36,,0,,1,12,,1,5,29,7,7,8,28,,0,,1,40,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013028
1,8,13,28,2,22,,,,,,,,,,1,22,7,6,4,42,,42,,1,21,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013028
1,8,13,28,3,22,,,,,,,,,,1,22,7,5,4,35,,35,,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013028
1,8,13,30,1,5,,,,,,,,,,1,5,6,2,19,25,,,,1,35,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013030
1,8,13,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013030
1,8,13,32,1,29,5,,,,,,,,,2,29,7,4,,16,,12,,1,20,,1,75,5,6,4,19,160,,80,,1,40,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013032
1,8,13,36,1,6,5,29,,,,,,,,3,6,7,1.5,19,201,90,196,,1,138,,1,40,5,6,15,19,700,,50,,1,80,,2,,29,7,20,8,80,,40,,1,40,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,101013036
1,8,13,36,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013036
1,8,13,48,1,22,37,5,19,,,,,,,4,22,7,3,4,30,,30,,1,300,,1,6,37,7,2,4,50,,50,,1,15,,1,10,5,6,4,4,24,,7,,1,24,,2,,19,7,4,19,160,,120,,2,,,1,10,,,,,,,,,,,,,,101013048
1,8,13,66,1,22,29,5,37,,,,,,,2,22,7,0,4,,,,,1,60,,2,,29,7,,,,,,,1,36,,1,80,5,6,5,,40,,30,,1,20,,1,5,37,7,2,6,20,,15,,2,,,1,4,,,,,,,,,,,,,,101013066
1,8,13,67,3,22,,,,,,,,,,1,22,7,1,4,8,,4,,1,48,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013067
1,8,13,67,4,22,,,,,,,,,,1,22,7,1,4,8,,4,,1,32,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013067
1,8,13,67,2,22,5,,,,,,,,,2,22,7,2,4,16,,4,,1,40,,2,,5,6,8,4,70,,50,,1,80,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013067
1,8,13,67,1,6,29,,,,,,,,,1,6,7,3,19,450,,450,,1,150,,2,,29,7,3,8,12,,,,1,60,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013067
1,8,13,87,1,5,,,,,,,,,,1,5,6,3,19,21,,,,1,28,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013087
1,8,13,87,2,29,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013087
1,8,13,95,1,6,,,,,,,,,,,6,7,35,19,5250,,5250,,1,1200,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013095
1,8,13,95,2,32,,,,,,,,,,,32,,2,24,2400,,2400,,1,1800,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013095
1,8,13,103,2,6,,,,,,,,,,1,6,7,0.5,19,60,,60,,1,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013103
1,8,13,103,3,29,5,,,,,,,,,2,29,7,7,8,38,,,,1,32,,1,10,5,6,8,4,96,,72,,1,36,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013103
1,8,13,103,1,6,,,,,,,,,,1,6,7,0.5,19,60,,60,,1,120,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101013103
1,8,14,11,1,5,29,8,27,,,,,,,4,5,6,100,53,500,,400,,1,400,,1,5,29,7,17,8,117,,49,,2,,,2,,8,6,4,19,60,,0,,1,45,,1,5,27,6,2,19,50,,0,,1,8,,2,,,,,,,,,,,,,,,101014011
1,8,14,11,2,19,8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014011
1,8,14,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014015
1,8,14,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014015
1,8,14,15,4,5,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014015
1,8,14,15,5,12,27,,,,,,,,,2,12,7,4.75,19,95,,90,,1,300,,1,10,27,7,6,2,21,,14,,1,420,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014015
1,8,14,15,3,22,,,,,,,,,,1,22,7,105,2,35,,30,,1,150,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014015
1,8,14,22,1,19,5,27,29,23,,,,,,4,19,7,5,18,750,,600,,2,,,1,10,5,6,50,53,250,,200,,1,500,,1,10,27,7,25,18,1750,,1010,,1,20,,1,10,29,7,15,8,105,,70,,2,,,2,,,,,,,,,,,,,,,101014022
1,8,14,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014033
1,8,14,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014033
1,8,14,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014033
1,8,14,36,1,6,7,,,,,,,,,2,6,7,3,18,450,,450,,1,60000,,1,2,7,7,150,37,30,,0,,1,200,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014036
1,8,14,36,2,5,,,,,,,,,,1,5,6,6,53,24,,0,,1,24,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014036
1,8,14,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014041
1,8,14,41,2,22,5,,,,,,,,,1,22,7,30,6,30,,30,,1,100,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014041
1,8,14,46,1,5,19,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014046
1,8,14,46,2,5,8,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101014046
