"id1","id3","id4","id2","s12a_1","s12a_2i","s12a_2ii","s12a_2iii","s12a_3","s12a_4i","s12a_4ii","s12a_4iii","s12a_5","s12a_6","s12a_7i","s12a_7ii","s12a_7iii","s12a_8i","s12a_8ii","s12a_8iii","s12a_9i","s12a_9ii","s12a_10ai","s12a_10aii","s12a_10bi","s12a_10bii","s12a_11","s12a_11ii","s12a_11iii","s12a_12i","s12a_12ii","s12a_13i","s12a_13ii","s12a_14","s12a_15","s12a_15i","s12a_16","s12a_17","s12a_18i","s12a_18ii","s12a_18iii","s12a_19i","s12a_19ii","s12a_20","s12a_21i","s12a_21ii","s12a_22","s12a_23i","s12a_23ii","s12a_23iii","s12a_24","s12a_25","s12a_26i","s12a_26ii","s12a_26iii","s12a_27","s12a_28","s12a_29i","s12a_29ii","s12a_29iii","s12a_30","s12a_31","s12a_32","s12a_33i","s12a_33ii","s12a_33iii","s12a_33iv","s12a_33v","s12a_33vi","s12a_35","s12a_36","hhno"
5,169,23,12,1,3,0,3,2,,,,3,,,,,109,50,6,10,9,500,2,10,2,30,,,1,1,6,3,2,,,7,2,,,,0,0,2,,,2,0,0,,3,3,,,,,2,,,,1,4,3,2,1,2,2,2,1,2,15.58,105169023
4,106,32,54,2,,,,,,,,,,,,,,,,11,11,200,2,200,2,5,,,1,1,7,3,2,,,1,2,,,,,,2,,,2,0,0,,2,2,,,,,5,,,,6,4,3,2,1,2,2,2,2,2,30.75,104106032
8,280,4,144,2,,,,,,,,,,,,,0,0,0,12,12,200,2,200,2,10,,,1,1,20,3,2,"10",,7,2,,,,0,,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,34.19,108280004
8,290,5,152,2,,,,,,,,,,,,,0,0,0,9,9,10,2,10,2,,,,24,1,20,3,,,,7,2,,,,0,0,2,,,4,0,0,,2,2,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,58.26,108290005
9,328,10,154,2,,,,,,,,,,,,,0,,0,9,11,600,2,100,2,30,,,1,1,6,3,,,,2,2,,,,0,,2,,,1,4,0,3,2,3,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,26.46,109328010
5,173,4,14,1,30,0,6,2,,,,1,5,30,0,6,0,0,0,7,7,400,2,400,2,10,,,4,2,6,3,2,,,2,2,,,,2,80,2,,,1,0,0,,3,3,,,,3,3,,,,1,4,3,2,2,2,2,2,2,1,8.96,105173004
10,340,1,167,2,,,,,,,,,,,,,5,,6,9,9,500,2,500,2,15,,,1,1,2,3,2,,,2,2,,,,,,2,,,3,0,0,,2,2,,,,3,7,,,,1,1,3,2,2,2,2,2,2,2,11.8,110340001
6,222,24,103,2,,,,,,,,,,,,,,,,9,9,20,2,20,2,15,,,1,1,6,2,2,,,2,2,,,,1,40,2,,,1,1,50,3,2,2,,,,3,5,,,,6,4,3,2,1,2,2,2,1,1,14.51,106222024
6,229,20,108,2,,,,,,,,,,,,,0,0,0,9,14,800,2,50,2,20,,,1,1,4,3,2,,,2,2,,,,0,0,2,,,4,0,0,,2,2,,,,,7,,,,1,1,1,2,2,2,2,2,2,2,13.68,106229020
4,132,4,58,2,,,,,,,,,,,,,0,,0,12,12,1,3,1,3,60,,,7,2,8,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,22.4,104132004
6,182,20,95,2,,,,,,,,,,,,,100,0,0,9,9,200,,200,,20,,,24,1,5,3,2,,,2,2,,,,1,0,2,,,1,20,0,3,2,2,,,,,3,,,,1,1,3,2,2,2,2,2,2,2,12.8,106182020
7,267,25,122,1,5,,3,2,,,,3,,,,,20,,,7,7,200,2,200,2,60,,,1,1,3,3,2,"10",,1,2,,,,5,,2,,,4,0,0,,3,2,,,,,3,,,,1,4,3,2,1,2,2,2,2,1,12.28,107267025
8,282,8,153,2,,,,,,,,,,,,,0,0,0,12,12,2,4,2,4,40,,,1,1,15,3,2,"10",,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,3,2,2,2,2,2,2,1,21.08,108282008
7,253,19,117,2,,,,,,,,,,,,,,,,7,7,20,2,20,2,3,,,7,2,6,3,2,"10",,2,2,,,,1,,2,,,1,4,0,3,2,2,,,,2,2,,,,6,4,3,2,2,2,2,2,2,2,35.73,107253019
1,15,90,8,2,,,,,,,,,,,,,,,,9,10,150,2,5,2,45,,,1,1,3,3,2,,,2,2,,,,2,40,2,,,1,1,20,3,2,3,,,,,2,,,,1,4,3,2,1,2,2,1,2,1,32.59,101015090
7,261,2,8,2,,,,,,,,,,,,,0,,0,9,9,20,2,20,2,15,,,7,1,20,3,2,,,2,2,,,,0,,2,,,2,0,0,,2,2,,,,,6,,,,6,4,3,2,2,2,2,2,2,1,12.9,107261002
2,41,32,29,2,,,,,,,,,,,,,0,0,,6,6,200,2,200,2,15,,,1,1,2,3,2,,,4,2,,,,1,40,2,,,1,2,0,3,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,13.74,102041032
8,295,19,9,2,,,,,,,,,,,,,0,0,,9,12,100,2,500,2,30,,,1,1,10,3,1,"2,3",,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,3,,,,1,1,1,2,2,2,2,2,2,1,78.62,108295019
2,44,128,29,2,,,,,,,,,,,,,,,,7,7,30,2,30,2,4,,,4,1,4,3,2,,,4,2,,,,2,10,2,,,1,3,0,3,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,1,12.41,102044128
5,154,61,67,2,,,,,,,,,,,,,,,,9,9,140,2,140,2,8,,,24,1,10,3,2,,,2,2,,,,,,2,,,2,0,0,,2,2,,,,6,2,,,,6,1,3,2,2,2,2,2,2,1,15.6282,105154061
1,5,36,2,2,,,,,,,,,,,,,10,50,6,9,9,5,2,5,2,2,,,1,1,5,3,1,"6,5",,1,2,,,,,,2,,,7,0,0,,2,3,,,,3,7,,,,6,4,1,2,1,2,2,2,2,2,18.53,101005036
1,27,4,10,2,,,,,,,,,,,,,100,0,6,10,10,176,2,176,2,13,,,26,3,7,3,2,,,2,2,,,,3,0,2,,,2,0,0,,2,2,,,,6,2,,,,6,4,3,2,1,2,2,2,2,2,40.185,101027004
4,122,17,55,2,,,,,,,,,,,,,0,,0,7,7,80,2,80,2,10,,,5,2,3,3,2,,,4,2,,,,,60,2,,,2,0,0,,3,3,,,,,7,,,,6,4,3,2,1,2,2,2,2,1,17.34,104122017
6,230,64,108,2,,,,,,,,,,,,,,,,9,9,80,2,80,2,30,,,1,1,7,2,2,,,2,2,,,,0,,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,1,2,2,2,2,1,15.63,106230064
8,287,31,137,2,,,,,,,,,,,,,,,,9,12,500,2,0.5,4,30,,,1,1,6,3,1,"1,3",,2,2,,,,,,2,,,2,0,0,,2,3,,,,4,7,,,,1,1,1,2,2,2,2,2,2,1,28.98,108287031
10,330,23,171,2,,,,,,,,,,,,,,,,9,9,200,3,200,3,5,,,,,6,3,2,,,1,2,,,,,,2,,,4,0,0,,2,3,,,,4,7,,,,1,4,7,2,2,2,2,2,2,2,13.2,110330023
8,290,27,152,2,,,,,,,,,,,,,0,0,0,9,9,200,2,200,2,30,,,1,1,10,3,,,,2,2,,,,0,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,33.66,108290027
5,166,27,11,2,,,,,,,,,,,,,40,0,6,9,13,200,2,200,2,35,,,1,1,6,3,2,,,2,2,,,,0,0,2,,,2,0,0,,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,22.4,105166027
9,318,7,162,2,,,,,,,,,,,,,100,,,9,9,300,2,300,2,10,,,1,1,14,3,2,,,2,2,,,,0,,2,,,2,0,0,,2,2,,,,3,7,,,,1,1,4,2,2,2,2,2,2,2,10.7,109318007
5,166,19,11,1,2,0,3,2,,,,2,,,,,0,0,0,7,12,300,2,300,2,5,,,7,2,6,3,2,,,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,,2,,,,6,4,3,2,2,2,2,2,2,2,12.58,105166019
8,310,64,135,2,,,,,,,,,,,,,,,,11,11,100,2,100,2,20,,,,,8,3,2,,,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,2,,,,1,4,3,2,1,2,2,2,2,1,64.01,108310064
5,166,8,11,2,,,,,,,,,,,,,17,50,6,7,7,400,2,400,2,15,,,7,2,5,3,1,"3",,2,2,,,,0,0,2,,,4,0,0,,3,3,,,,1,6,0,0,0,6,4,3,2,1,2,2,2,2,2,28.29,105166008
5,166,1,11,2,,,,,,,,,,,,,44,0,6,7,7,400,2,400,2,20,,,7,2,4,3,2,,,2,2,,,,0,0,2,,,2,0,0,,2,4,,,,1,2,,,,1,4,3,2,1,2,2,2,2,2,56.88,105166001
7,261,58,8,2,,,,,,,,,,,,,20,,,9,9,10,2,10,2,15,,,7,1,20,3,2,,,2,2,,,,,80,2,,,2,0,0,,2,2,,,,,6,,,,6,4,3,2,2,2,2,2,2,1,27,107261058
6,191,65,89,2,,,,,,,,,,,,,500,,,9,9,200,2,200,2,10,,,1,1,8,3,2,,,2,1,1,,3,,,2,,,2,0,0,,2,2,,,,7,2,,,,1,1,3,2,2,2,2,2,2,2,24.96,106191065
2,53,74,22,2,,,,,,,,,,,,,,,,9,9,100,2,100,2,20,,,1,1,2,3,2,,,5,2,,,,1,40,2,,,2,0,0,,2,3,,,,3,2,,,,6,4,3,2,1,2,2,2,2,1,8.32,102053074
4,118,11,62,2,,,,,,,,,,,,,0,,,5,5,20,2,20,2,10,,,,1,2,3,2,"6",,1,2,,,,1,40,2,,,2,0,0,,2,2,,,,4,5,0,0,,1,4,3,2,2,2,2,2,2,2,12.25,104118011
4,121,16,49,2,,,,,,,,,,,,,42,,6,12,12,500,2,500,2,5,,,1,1,15,3,2,,,7,2,,,,,,2,,,2,0,0,,2,3,,,,,2,,,,1,4,3,2,1,1,2,2,2,2,24,104121016
4,112,52,60,2,,,,,,,,,,,,,,,,7,7,200,2,200,2,10,,,1,1,6,3,2,,,4,2,,,,2,50,2,,,1,8,0,3,2,3,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,20,104112052
3,96,95,43,2,,,,,,,,,,,,,,,,4,4,80,2,80,2,10,,,4,2,12,3,2,,,4,2,,,,14,,2,,,4,0,0,,3,3,,,,,1,,,,6,4,3,2,1,2,2,2,2,1,229.635,103096095
4,114,17,6,2,,,,,,,,,,,,,,,,7,7,100,2,100,2,2,,,1,1,6,3,2,,,4,2,,,,4,20,2,,,1,19,0,3,2,3,,,,4,2,,,,6,4,3,2,2,2,2,2,2,2,172,104114017
4,108,18,46,2,,,,,,,,,,,,,0,,,12,12,700,2,700,2,15,,,1,1,6,3,2,,,7,2,,,,0,,2,,,2,0,0,,2,3,,,,4,7,,,,,,,2,2,2,2,2,2,2,18.05,104108018
9,328,26,154,2,,,,,,,,,,,,,0,,0,9,9,50,2,50,2,10,,,24,1,7,3,2,,,2,2,,,,,,2,,,1,25,0,3,2,4,,,,3,7,,,,1,3,3,2,1,2,2,2,2,1,10.23,109328026
6,188,4,89,2,,,,,,,,,,,,,,,6,9,9,7,2,7,2,5,,,9,1,5,3,2,,,2,2,,,,,,2,,,4,0,0,,3,2,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,25.48,106188004
8,277,14,142,2,,,,,,,,,,,,,,,,9,9,1,3,1,3,40,,,1,1,10,3,2,"10",,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,31.64,108277014
6,184,6,95,2,,,,,,,,,,,,,,,,9,9,5,1,5,1,,2,,24,1,5,3,2,,,1,2,,,,,,2,,,1,7,0,3,4,2,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,24.91,106184006
9,322,13,156,1,240,,6,2,,,,3,,,,,,,,8,1,,,,,,2,,1,1,3,3,2,,,4,1,3,,3,,,2,,,1,5,0,3,4,1,,,,,1,,,,6,4,3,1,1,1,1,1,1,1,56.73,109322013
4,113,54,60,2,,,,,,,,,,,,,400,,,13,12,50,2,800,2,20,2,,1,1,6,3,2,,,1,2,,,,,,2,,,2,0,0,,2,2,,,,,3,,,,6,4,3,2,2,2,2,2,2,2,32.12,104113054
6,228,46,109,2,,,,,,,,,,,,,,,,9,9,80,2,80,2,40,,,1,1,5,3,2,,,2,2,,,,,,2,,,4,0,0,,2,2,,,,,7,,,,1,1,1,2,2,2,2,2,2,2,15.36,106228046
2,38,42,31,2,,,,,,,,,,,,,,,,11,9,300,2,150,2,20,,,1,1,3,3,2,"10",,3,2,,,,,40,2,,,2,0,0,,2,3,,,,,2,,,,1,4,3,2,2,2,2,2,2,1,12.4,102038042
7,262,9,132,2,,,,,,,,,,,,,180,0,6,7,7,200,2,200,2,15,,,7,2,6,3,3,"8",,2,2,,,,0,,2,,,2,0,0,,2,3,,,,3,7,,,,1,1,3,2,1,2,2,2,2,2,2.6,107262009
4,115,20,6,2,,,,,,,,,,,,,400,,6,12,12,1,4,1,4,25,,,1,1,10,3,2,,,7,2,,,,,,2,,,1,18,0,3,2,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,41.9,104115020
8,283,1,153,2,,,,,,,,,,,,,,,,9,9,200,2,200,2,15,,,1,1,10,3,2,"10",,2,2,,,,,,2,,,4,0,0,,2,3,,,,3,7,,,,1,1,1,2,2,2,2,2,2,1,27.3,108283001
6,224,27,86,2,,,,,,,,,,,,,0,,0,9,9,25,2,25,2,10,,,1,1,3,3,2,,,2,2,,,,,70,2,,,1,2,0,3,3,2,,,,3,5,,0,1,6,4,3,2,1,2,2,2,2,1,13.4,106224027
6,183,7,1,2,,,,,,,,,,,,,,,,2,2,,,,,,,,24,1,9,3,2,,,7,1,5,0,3,,,1,,,1,5,20,3,3,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,25.6,106183007
7,260,25,8,2,,,,,,,,,,,,,30,0,6,7,7,20,2,20,2,10,,,7,2,5,3,3,"8",,2,1,,,,3,50,1,10,0,1,4,0,3,3,2,,,,1,2,,,,1,1,3,2,1,2,2,2,2,2,3.22,107260025
6,185,12,91,2,,,,,,,,,,,,,300,,6,9,9,100,2,100,2,5,,,1,1,5,2,2,"10",,2,2,,,,0,,2,,,1,1,50,,2,2,,,,3,7,,,,6,4,3,2,2,2,2,2,2,2,29.25,106185012
5,150,61,67,2,,,,,,,,,,,,,30,0,6,12,12,0.0500000007450581,3,0.0500000007450581,3,2,,,24,1,6,3,2,"6",,2,2,,,,0,0,2,,,1,1,55,3,2,4,,,,,6,,,,6,4,3,2,1,2,2,2,2,2,165.36,105150061
5,162,31,9,1,2,0,3,2,,,,3,,,,,,,,12,9,1,3,500,2,30,,,1,1,8,3,2,,,2,1,0,30,3,,,2,,,4,0,0,,2,3,,,,2,2,,,,6,4,3,2,1,2,2,2,2,2,12.6,105162031
6,234,27,16,2,,,,,,,,,,,,,10,,6,5,5,7,2,7,2,5,,,7,1,10,3,2,"6",,1,1,,5,1,3,50,2,,,1,5,0,3,3,2,,,,7,1,,,,6,4,3,2,1,2,2,2,2,1,13.02,106234027
5,151,10,67,2,,,,,,,,,,,,,,,1,9,9,50,3,50,3,5,,,1,1,5,3,2,"6",,2,2,,,,,,2,,,1,6,0,3,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,,105151010
4,133,29,51,2,,,,,,,,,,,,,0,0,0,9,12,20,2,35,2,10,,,7,2,8,3,2,,,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,,2,,,,1,1,1,2,2,2,2,2,2,2,16.24,104133029
3,87,44,41,2,,,,,,,,,,,,,,,,9,9,150,2,150,2,6,,,1,1,4,3,2,,,2,2,,,,,,2,,,2,0,0,,3,3,,,,,5,,,,1,4,3,2,1,2,2,2,2,2,24.17,103087044
4,126,31,50,2,,,,,,,,,,,,,,,,7,12,50,2,70,2,6,,,7,2,16,3,2,,,2,2,,,,2,80,2,,,1,1,50,3,2,3,,,,3,2,,,,6,4,3,2,1,2,2,2,2,1,35.1,104126031
9,312,14,158,2,,,,,,,,,,,,,2000,,3,2,2,,,,,,,,1,2,15,3,2,,,3,2,6,,3,,,2,,,1,25,0,3,3,2,,,,7,5,5,,3,6,4,3,2,1,1,2,2,2,2,12.4,109312014
2,57,12,23,2,,,,,,,,,,,,,,,,7,7,400,2,400,2,60,,,1,1,5,3,2,,,3,2,,,,1,40,2,,,1,2,0,3,2,3,,,,3,3,,,,6,1,3,2,1,2,2,2,2,1,16.32,102057012
8,278,8,138,2,,,,,,,,,,,,,,,,12,12,1.5,4,1.5,4,60,,,1,1,6,3,1,"1,3",,2,2,,,,,,2,,,2,0,0,,2,3,,,,2,7,,,,1,1,1,2,2,2,2,2,2,1,45.7,108278008
5,161,30,9,2,,,,,,,,3,,,,,0,0,0,13,12,300,2,300,2,15,,,1,1,4,3,2,,,7,2,,,,0,0,2,,,2,0,0,,2,3,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,14.03,105161030
7,240,14,112,2,,,,,,,,,,,,,0,,,9,9,40,2,40,2,30,,,1,1,4,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,2,,,,1,3,,,,1,4,3,2,1,2,2,2,1,1,12.42,107240014
4,106,29,54,2,,,,,,,,,,,,,,,,8,11,,,,,,2,,1,1,4,3,2,,,1,2,,,,2,10,2,,,2,0,0,,3,2,,,,,5,,10,1,6,4,3,2,1,2,2,2,2,2,31.5,104106029
5,162,29,9,2,,,,,,,,,,,,,,,,14,9,0.800000011920929,4,200,2,10,,,1,1,10,3,2,,,7,2,,,,,,2,,,4,0,0,,2,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,37.45,105162029
1,30,56,12,2,,,,,,,,,,,,,30,0,6,12,12,170,2,170,2,5,,,7,2,5,3,2,,,7,2,,,,,,2,,,1,0,0,,2,3,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,16.97,101030056
1,24,43,17,2,,,,,,,,,,,,,60,0,6,12,12,200,2,200,2,10,,,7,2,10,3,2,,,7,2,,,,0,0,2,,,1,5,0,3,2,2,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,15.796,101024043
5,148,53,71,2,,,,,,,,,,,,,,,,12,12,120,2,120,2,20,,,24,1,4,3,2,,,2,2,7,,3,,,2,,,1,7,0,3,3,3,,,,,5,,,,6,1,3,2,1,2,2,2,2,2,,105148053
1,1,34,6,2,,,,,,,,,,,,,36,,6,9,9,15,2,15,2,12,,,7,1,6,3,2,,,5,2,,,,,,2,,,2,0,0,,2,3,,,,1,2,,,,6,4,3,2,1,2,2,2,2,1,54.87,101001034
5,162,19,9,2,,,,,,,,,,,,,,,,12,9,1,3,800,2,20,,,1,1,8,3,2,,,7,2,,,,,,2,,,4,0,0,,3,2,,,,,7,,,,1,4,4,2,1,2,2,2,2,2,67.2,105162019
2,51,26,5,2,,,,,,,,,,,,,,,,9,9,120,2,120,2,15,,,1,1,10,3,2,,,2,2,,,,,,2,,,1,1,70,3,2,3,,,,3,4,,,,6,4,3,2,1,2,2,2,2,2,17.8,102051026
8,276,4,142,2,,,,,,,,,,,,,0,0,0,12,12,0.5,3,0.5,3,30,,,1,1,10,3,2,"10",,2,2,,,,0,,2,,,1,5,0,3,2,3,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,40.33,108276004
8,290,2,152,2,,,,,,,,,,,,,0,0,0,9,9,10,2,10,2,,,,24,1,25,3,2,,,7,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,38.47,108290002
6,199,30,96,2,,,,,,,,,,,,,0,0,,9,9,200,2,200,2,20,,,1,1,3,3,2,"8",,2,2,,,,0,0,2,,,4,0,0,,2,3,,,,,2,,,,1,1,1,2,2,2,2,2,2,2,10.15,106199030
5,162,5,9,2,,,,,,,,,,,,,85,0,6,12,12,1,4,1,4,30,,,7,2,7,3,2,,,7,2,,,,,,2,,,2,0,0,,2,2,,,,,2,,,,1,4,3,2,1,2,2,2,2,2,22.2,105162005
5,169,36,12,2,,,,,,,,,,,,,0,0,0,10,7,800,2,200,2,2,,,7,2,7,3,2,,,2,2,,,,0,0,2,,,2,0,0,,2,2,,,,,2,,,,1,4,3,2,1,2,2,2,2,2,24.14,105169036
5,161,38,9,2,,,,,,,,,,,,,0,0,0,11,11,300,2,300,2,10,,,1,1,2,1,2,,,7,2,,,,0,0,2,,,4,0,0,,2,3,,,,,2,,,,1,1,3,2,1,2,2,2,2,2,9.36,105161038
6,197,44,100,2,,,,,,,,,,,,,0,,0,12,12,100,2,100,2,30,,,1,1,3,3,1,"3",,7,2,,,,1,0,2,,,4,0,0,,1,3,,,,3,7,,,,1,1,1,2,1,2,2,2,2,2,17.0229,106197044
3,95,52,43,2,,,,,,,,,,,,,,,,8,6,20,2,20,2,10,,,24,1,5,3,2,,,3,2,,,,5,60,2,,,4,0,0,,3,4,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,3.2186,103095052
5,166,47,11,1,,,,,,,,,,,,,0,0,0,12,9,100,2,50,2,10,,,1,1,5,2,2,,,7,2,,,,0,0,2,,,2,0,0,,2,2,,,,,2,,,,1,4,3,2,1,2,2,2,2,2,12.16,105166047
5,161,29,9,2,,,,,,,,,,,,,0,0,0,12,12,2,3,2,3,20,,,7,2,4,3,1,"1",,7,2,,,,0,0,2,,,1,0,0,0,2,3,,,,1,2,,,,6,4,3,2,1,2,2,2,2,1,11.18,105161029
4,109,45,46,2,,,,,,,,,,,,,,,,10,10,900,2,900,2,20,,,1,1,10,3,2,,,2,2,,,,2,,2,,,2,0,0,,2,5,,,,4,7,,,,,,,2,1,2,2,2,2,2,29.4,104109045
8,310,25,135,2,,,,,,,,,,,,,,,,12,12,1,3,1,3,60,,,1,1,4,3,2,,,7,2,,,,,,2,,,4,0,0,,2,3,,,,,7,,,,1,4,1,2,1,2,2,2,2,1,13.64,108310025
6,189,41,97,2,,,,,,,,,,,,,,,,9,9,100,3,100,3,10,,,24,1,3,3,2,,,2,2,,,,2,,2,,,1,5,0,3,3,2,,,,,3,,,,6,4,3,2,1,2,2,2,2,2,25.76,106189041
8,278,10,138,2,,,,,,,,,,,,,,,,14,14,1,4,1,4,60,,,1,1,3,3,2,"1,3",,2,2,,,,,,2,,,4,0,0,,3,3,,,,4,7,,,,1,1,1,2,1,2,2,2,2,1,38.6,108278010
5,177,39,15,2,,,,,,,,,,,,,72,0,6,12,12,0.5,4,0.5,4,15,,,7,2,6,2,1,"3",,7,2,,,,7,0,2,,,2,0,0,,2,3,,,,,2,,,,1,4,3,2,1,2,2,2,2,2,12.21,105177039
6,224,36,86,2,,,,,,,,,,,,,0,,0,9,9,20,2,20,2,15,,,1,1,3,3,2,,,2,2,,,,,70,2,,,1,1,0,3,2,2,,,,,5,,0,1,6,4,3,2,1,2,2,2,2,1,39.03,106224036
4,113,89,60,2,,,,,,,,,,,,,,,,9,12,500,2,600,2,20,,,1,1,6,3,2,,,2,2,,,,,,2,,,2,0,0,,2,3,,,,,3,,,,1,4,3,2,2,2,2,2,2,2,12.41,104113089
9,312,1,158,1,60,,6,2,,,,3,,,,,15,,6,6,6,,,,,,2,,1,2,3,3,2,,,3,1,2,,3,,,2,,,1,13,0,3,4,2,,,,7,5,3,,3,6,4,3,2,1,1,2,2,2,2,10.3,109312001
8,288,10,152,2,,,,,,,,,,,,,,,,12,12,1,4,1,4,60,,,1,1,14,3,1,"3,4",,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,1,3,2,2,2,2,2,2,1,37.55,108288010
9,325,26,154,2,,,,,,,,,,,,,10,,0,9,9,200,2,200,2,20,,,0,0,10,3,2,,,2,2,,,,0,,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,3,2,1,2,2,2,2,1,32.78,109325026
8,281,91,143,2,,,,,,,,,,,,,0,0,0,12,12,1,3,1,3,90,,,1,1,13,3,,,,7,2,,,,0,0,2,,,4,0,0,,2,3,,,,3,7,,,,1,4,1,2,1,2,2,2,2,1,13.74,108281091
3,99,16,39,2,,,,,,,,,,,,,0,,0,6,6,100,3,100,3,5,,,6,2,8,3,2,,,3,2,,,,4,,2,,,2,0,0,,2,2,,,,,7,,,,1,4,1,2,1,2,2,2,2,1,23.19,103099016
5,152,23,67,2,,,,,,,,,,,,,,,,9,9,150,3,150,3,5,,,1,1,4,3,2,"6",,3,2,,,,,,2,,,,0,0,,2,,,,,,2,,,,1,1,3,2,2,2,2,2,2,2,,105152023
3,99,15,39,2,,,,,,,,,,,,,0,,0,6,14,120,2,300,2,10,,,7,2,10,3,2,,,3,2,,,,,70,2,,,4,0,0,,2,2,,,,,7,,,,6,4,5,2,1,2,2,2,2,1,23.91,103099015
6,178,40,1,2,,,,,,,,,,,,,150,,0,7,9,,,,,10,,,,,8,3,2,"10",,3,2,,,,2,80,2,,,1,5,0,0,3,2,,,,,2,,,,6,4,3,2,1,2,2,2,2,2,17.28,106178040
4,116,53,6,2,,,,,,,,,,,,,0,,,12,12,700,2,700,2,15,,,2,1,2,3,2,"8",,7,2,,,,0,,2,,,1,2,0,3,3,3,,,,,7,,,,1,4,3,2,2,2,2,2,2,1,16,104116053
1,22,45,17,2,,,,,,,,,,,,,0,0,,12,12,2,3,2,3,30,,,,6,6,3,2,,,7,2,,,,0,0,2,,,2,0,0,,2,3,,,,6,2,,,,1,1,3,2,1,2,2,2,2,2,14.187,101022045
8,293,5,140,2,,,,,,,,,,,,,0,0,0,13,13,1,4,1,4,30,,,,,15,3,2,"10",,7,2,,,,0,0,2,,,4,0,0,,2,4,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,19.26,108293005
6,184,32,95,2,,,,,,,,,,,,,30,,6,9,9,100,2,100,2,,,,24,1,8,3,2,,,3,2,,,,,,2,,,1,9,0,3,4,4,,,,,2,,,,6,4,3,2,1,1,2,2,2,2,24.51,106184032
8,287,5,137,2,,,,,,,,,,,,,,,,9,9,1,3,1,3,60,,,1,1,7,3,2,,,2,2,,,,,,2,,,2,0,0,,2,3,,,,3,7,,,,1,4,1,2,2,2,2,2,2,1,23.61,108287005
10,335,41,166,2,,,,,,,,,,,,,,,,9,9,300,2,300,2,20,,,,1,8,3,2,,,2,2,,,,,,2,,,4,0,0,,2,3,,,,4,7,,,,1,4,3,2,1,2,2,2,2,2,17.6,110335041
5,154,21,67,2,,,,,,,,,,,,,,,,9,9,90,2,90,2,4,,,24,1,4,3,2,,,2,2,,,,,,2,,,4,0,0,,2,2,,,,6,2,,,,6,1,3,2,1,2,2,2,2,1,13.3956,105154021
2,48,34,20,2,,,,,,,,,,,,,0,0,0,9,9,100,2,100,2,10,,,1,1,5,3,2,"10",,2,2,,,,,5,2,,,2,0,0,,2,3,,,,3,5,0,0,0,1,4,8,2,1,2,2,2,2,1,7.7,102048034
6,180,16,94,2,,,,,,,,,,,,,,,,9,9,160,2,160,2,5,,,1,1,4,2,2,"7",,1,2,,,,,,2,,,4,0,0,,2,3,,,,1,2,,,,1,1,3,2,2,2,2,2,2,2,32.9,106180016
4,104,3,54,2,,,,,,,,,,,,,,,,8,2,,,,,,2,,1,1,10,3,2,,,4,1,10,,3,9,80,2,,,1,50,0,3,3,4,,,,,1,,,,6,7,3,2,1,2,2,2,2,2,323.6,104104003
6,194,18,93,2,,,,,,,,,,,,,800,,6,9,9,400,2,600,2,20,,,1,1,7,3,2,"7",,2,2,,,,0,,2,,,4,0,0,,2,2,,,,1,2,,,,6,4,3,2,1,2,2,2,2,2,26.32,106194018
1,21,26,10,2,,,,,,,,,,,,,0,0,0,9,9,25,2,25,2,5,,,6,2,7,3,2,,,2,2,,,,1,20,2,,,4,0,0,,2,2,,,,3,5,,30,1,6,4,1,2,1,2,2,2,2,1,10.1075,101021026
