"id1","id2","id3","id4","s9b2_iii","s9b2_i","s9b2_ii","s9b2_b9a","s9b2_b9b","s9b2_b9c","s9b2_b10a","s9b2_b10b","s9b2_b10c","s9b2_b11a","s9b2_b11b","s9b2_b11c","s9b2_b12a","s9b2_b12b","s9b2_b12c","s9b2_b13a","s9b2_b13b","s9b2_b13c","s9b2_b14a","s9b2_b14b","s9b2_b14c","s9b2_b15a","s9b2_b15b","s9b2_16i","s9b2_16ii","hhno"
8,152,289,13,6,11,22,1,2,2,2,2,1,,,,,,,,,,,,,,,11,26,108289013
8,152,289,14,5,9,26,1,2,2,2,2,1,,,,,,,,,,,,,,,9,28,108289014
8,152,289,14,8,9,30,2,2,1,,,,,,,,,,,,,,,,,,9,33,108289014
8,152,289,14,4,9,18,1,2,2,2,1,2,2,2,1,,,,,,,,,,,,9,21,108289014
8,152,289,14,3,9,15,2,2,1,,,,,,,,,,,,,,,,,,9,16,108289014
8,152,289,18,3,3,17,2,2,1,,,,,,,,,,,,,,,,,,3,18,108289018
8,152,289,20,4,7,23,2,2,1,,,,,,,,,,,,,,,,,,7,25,108289020
8,152,289,26,7,4,23,2,2,1,,,,,,,,,,,,,,,,,,4,30,108289026
8,152,289,26,6,4,16,2,2,1,,,,,,,,,,,,,,,,,,4,17,108289026
8,152,289,26,5,4,7,2,2,1,,,,,,,,,,,,,,,,,,4,11,108289026
8,152,289,31,5,6,40,2,2,1,,,,,,,,,,,,,,,,,,6,44,108289031
8,152,289,41,6,9,12,1,1,2,2,2,1,,,,,,,,,,,,,,,9,20,108289041
8,152,289,41,9,9,21,1,1,2,2,2,,,,,,,,,,,,,,,,9,27,108289041
8,152,289,41,4,8,55,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,9,2,108289041
8,152,289,41,5,9,4,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,9,11,108289041
8,152,289,47,8,7,15,1,1,2,2,2,1,,,,,,,,,,,,,,,7,20,108289047
8,152,289,47,3,6,39,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,7,7,108289047
8,152,289,47,13,7,26,1,1,2,2,2,1,,,,,,,,,,,,,,,7,32,108289047
8,152,289,47,9,7,21,1,1,2,2,2,1,,,,,,,,,,,,,,,7,25,108289047
8,152,289,47,4,7,10,1,1,2,2,2,1,,,,,,,,,,,,,,,7,13,108289047
8,152,290,2,3,7,16,2,2,1,,,,,,,,,,,,,,,,,,7,17,108290002
8,152,290,2,4,7,20,2,2,1,,,,,,,,,,,,,,,,,,7,21,108290002
8,152,290,3,,,,,,,,,,,,,,,,,,,,,,,,,,108290003
8,152,290,3,,7,8,2,2,,,,,,,,,,,,,,,,,,,7,10,108290003
8,152,290,3,,7,3,2,2,,,,,,,,,,,,,,,,,,,7,4,108290003
8,152,290,3,,7,18,2,2,,,,,,,,,,,,,,,,,,,7,20,108290003
8,152,290,3,,7,14,2,2,,,,,,,,,,,,,,,,,,,7,16,108290003
8,152,290,5,3,8,33,2,2,1,,,,,,,,,,,,,,,,,,8,35,108290005
8,152,290,5,,8,41,2,2,1,,,,,,,,,,,,,,,,,,8,43,108290005
8,152,290,6,7,6,34,1,1,2,2,2,1,,,,,,,,,,,,,,,6,37,108290006
8,152,290,6,10,6,43,2,2,1,,,,,,,,,,,,,,,,,,6,46,108290006
8,152,290,6,9,6,39,1,2,2,2,2,1,,,,,,,,,,,,,,,6,41,108290006
8,152,290,6,4,6,29,1,1,2,2,2,1,,,,,,,,,,,,,,,6,33,108290006
8,152,290,7,3,6,23,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,,,,,,6,32,108290007
8,152,290,15,4,2,30,2,2,1,,,,,,,,,,,,,,,,,,2,35,108290015
8,152,290,15,3,2,48,2,2,1,,,,,,,,,,,,,,,,,,2,52,108290015
8,152,290,16,6,11,23,2,2,1,,,,,,,,,,,,,,,,,,11,27,108290016
8,152,290,17,3,9,20,2,2,1,,,,,,,,,,,,,,,,,,9,24,108290017
8,152,290,21,5,4,22,2,2,1,,,,,,,,,,,,,,,,,,4,23,108290021
8,152,290,21,3,4,15,2,2,1,,,,,,,,,,,,,,,,,,4,18,108290021
8,152,290,23,5,7,28,2,2,1,,,,,,,,,,,,,,,,,,7,32,108290023
8,152,290,23,6,7,36,2,2,1,,,,,,,,,,,,,,,,,,7,39,108290023
8,152,290,23,7,7,52,2,2,1,,,,,,,,,,,,,,,,,,7,59,108290023
8,152,290,23,4,7,20,2,2,1,,,,,,,,,,,,,,,,,,7,22,108290023
8,152,290,27,3,7,47,1,2,2,2,2,1,,,,,,,,,,,,,,,7,52,108290027
8,153,282,1,3,6,28,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,6,30,108282001
8,153,282,1,7,6,37,2,2,1,,,,,,,,,,,,,,,,,,6,37,108282001
8,153,282,1,6,6,35,1,1,2,2,2,1,,,,,,,,,,,,,,,6,36,108282001
8,153,282,1,5,6,31,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,,,,,,6,35,108282001
8,153,282,3,7,1,21,2,2,1,,,,,,,,,,,,,,,,,,1,23,108282003
8,153,282,3,3,1,20,2,2,1,,,,,,,,,,,,,,,,,,1,21,108282003
8,153,282,7,5,3,20,1,1,2,2,2,1,,,,,,,,,,,,,,,3,22,108282007
8,153,282,12,3,8,4,2,2,1,,,,,,,,,,,,,,,,,,8,5,108282012
8,153,282,12,4,8,14,2,2,1,,,,,,,,,,,,,,,,,,8,15,108282012
8,153,282,12,6,8,33,2,2,1,,,,,,,,,,,,,,,,,,8,35,108282012
8,153,282,12,5,8,24,2,2,1,,,,,,,,,,,,,,,,,,8,25,108282012
8,153,282,15,4,3,3,2,2,1,,,,,,,,,,,,,,,,,,3,5,108282015
8,153,282,15,6,3,23,2,2,1,,,,,,,,,,,,,,,,,,3,25,108282015
8,153,282,15,5,3,13,2,2,1,,,,,,,,,,,,,,,,,,3,15,108282015
8,153,282,17,4,6,47,2,2,1,,,,,,,,,,,,,,,,,,6,52,108282017
8,153,282,18,4,8,22,2,2,1,,,,,,,,,,,,,,,,,,8,25,108282018
8,153,282,18,6,8,27,2,2,1,,,,,,,,,,,,,,,,,,8,34,108282018
8,153,282,18,3,8,15,2,1,2,2,2,1,,,,,,,,,,,,,,,8,17,108282018
8,153,282,19,3,9,39,2,1,2,2,2,1,,,,,,,,,,,,,,,9,43,108282019
8,153,282,19,7,9,49,2,2,1,,,,,,,,,,,,,,,,,,9,53,108282019
8,153,282,22,6,11,27,2,2,1,,,,,,,,,,,,,,,,,,11,30,108282022
8,153,282,22,3,11,14,2,2,1,,,,,,,,,,,,,,,,,,11,16,108282022
8,153,282,22,5,11,20,2,2,1,,,,,,,,,,,,,,,,,,11,23,108282022
8,153,282,22,9,11,43,2,2,1,,,,,,,,,,,,,,,,,,11,47,108282022
8,153,282,22,7,11,34,2,2,1,,,,,,,,,,,,,,,,,,11,37,108282022
8,153,282,24,6,12,44,2,2,1,,,,,,,,,,,,,,,,,,12,47,108282024
8,153,282,24,4,12,28,2,2,1,,,,,,,,,,,,,,,,,,12,30,108282024
8,153,282,24,5,12,35,2,2,1,,,,,,,,,,,,,,,,,,12,38,108282024
8,153,282,24,7,12,51,2,2,1,,,,,,,,,,,,,,,,,,12,54,108282024
8,153,283,1,7,9,47,2,2,1,,,,,,,,,,,,,,,,,,9,50,108283001
8,153,283,1,4,9,28,2,2,1,,,,,,,,,,,,,,,,,,9,32,108283001
8,153,283,1,8,9,56,2,2,1,,,,,,,,,,,,,,,,,,10,,108283001
8,153,283,1,3,9,19,2,2,1,,,,,,,,,,,,,,,,,,9,22,108283001
8,153,283,1,5,9,37,2,2,1,,,,,,,,,,,,,,,,,,9,40,108283001
8,153,283,3,6,6,35,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,6,38,108283003
8,153,283,3,8,6,44,2,2,1,,,,,,,,,,,,,,,,,,6,47,108283003
8,153,283,3,4,6,28,2,1,2,2,2,1,,,,,,,,,,,,,,,6,30,108283003
8,153,283,5,9,9,40,2,2,1,,,,,,,,,,,,,,,,,,9,44,108283005
8,153,283,5,7,9,22,2,1,2,1,1,2,2,2,1,,,,,,,,,,,,9,25,108283005
8,153,283,5,8,9,30,2,2,1,,,,,,,,,,,,,,,,,,9,33,108283005
8,153,283,7,4,7,20,2,2,1,,,,,,,,,,,,,,,,,,7,24,108283007
8,153,283,7,5,7,29,2,2,1,,,,,,,,,,,,,,,,,,7,34,108283007
8,153,283,9,3,6,31,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,6,33,108283009
8,153,283,9,7,6,37,1,1,2,2,2,1,,,,,,,,,,,,,,,6,40,108283009
8,153,283,9,4,6,33,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,6,36,108283009
8,153,283,9,5,6,36,1,1,2,2,2,1,,,,,,,,,,,,,,,6,38,108283009
8,153,283,10,3,8,33,2,2,1,,,,,,,,,,,,,,,,,,8,33,108283010
8,153,283,14,3,1,17,2,2,1,,,,,,,,,,,,,,,,,,1,18,108283014
8,153,283,14,4,1,18,2,2,1,,,,,,,,,,,,,,,,,,1,18,108283014
8,153,283,19,7,11,23,2,2,1,,,,,,,,,,,,,,,,,,11,25,108283019
8,153,283,19,5,11,3,1,1,2,2,2,1,,,,,,,,,,,,,,,11,5,108283019
8,153,283,19,8,11,33,2,2,1,,,,,,,,,,,,,,,,,,11,35,108283019
8,153,283,19,6,11,13,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,11,15,108283019
8,153,283,22,4,10,13,2,2,1,,,,,,,,,,,,,,,,,,10,15,108283022
8,153,283,22,3,10,3,2,2,1,,,,,,,,,,,,,,,,,,10,4,108283022
8,153,283,23,6,9,23,2,2,1,,,,,,,,,,,,,,,,,,9,25,108283023
8,153,283,23,3,9,3,2,2,1,,,,,,,,,,,,,,,,,,9,5,108283023
8,153,283,23,7,9,33,2,2,1,,,,,,,,,,,,,,,,,,9,35,108283023
8,153,283,23,5,9,13,2,2,1,,,,,,,,,,,,,,,,,,9,14,108283023
8,153,283,25,9,7,32,2,2,1,,,,,,,,,,,,,,,,,,7,34,108283025
8,153,283,25,3,7,2,2,2,1,,,,,,,,,,,,,,,,,,7,4,108283025
8,153,283,25,10,7,42,2,2,1,,,,,,,,,,,,,,,,,,7,45,108283025
8,153,283,25,8,7,23,2,2,1,,,,,,,,,,,,,,,,,,7,24,108283025
8,153,283,25,4,7,14,2,2,1,,,,,,,,,,,,,,,,,,7,16,108283025
8,153,283,26,3,8,3,2,2,1,,,,,,,,,,,,,,,,,,8,4,108283026
8,153,283,26,4,8,15,2,2,1,,,,,,,,,,,,,,,,,,8,19,108283026
8,153,283,26,5,8,23,2,2,1,,,,,,,,,,,,,,,,,,8,26,108283026
8,153,284,4,4,7,4,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,7,6,108284004
8,153,284,4,5,7,13,1,1,2,2,2,1,,,,,,,,,,,,,,,7,15,108284004
8,153,284,4,6,7,22,2,1,2,2,2,1,,,,,,,,,,,,,,,7,23,108284004
8,153,284,4,7,7,33,2,2,1,,,,,,,,,,,,,,,,,,7,36,108284004
8,153,284,4,8,7,44,2,2,1,,,,,,,,,,,,,,,,,,7,47,108284004
8,153,284,6,2,9,4,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,9,6,108284006
8,153,284,6,3,9,10,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,9,12,108284006
8,153,284,10,5,1,14,2,2,1,,,,,,,,,,,,,,,,,,1,15,108284010
8,153,284,10,4,1,9,2,2,1,,,,,,,,,,,,,,,,,,1,11,108284010
8,153,284,10,3,12,4,2,2,1,,,,,,,,,,,,,,,,,,12,6,108284010
8,153,284,12,5,10,23,2,2,1,,,,,,,,,,,,,,,,,,10,26,108284012
8,153,284,12,6,10,31,2,2,1,,,,,,,,,,,,,,,,,,10,34,108284012
8,153,284,12,3,10,4,1,1,2,2,2,1,,,,,,,,,,,,,,,10,8,108284012
8,153,284,12,4,10,12,2,2,1,,,,,,,,,,,,,,,,,,10,15,108284012
8,153,284,14,4,6,55,2,1,2,1,2,2,2,2,1,,,,,,,,,,,,6,59,108284014
8,153,284,14,3,6,44,2,1,2,1,2,2,2,2,1,,,,,,,,,,,,6,48,108284014
8,153,284,14,2,6,35,2,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,6,38,108284014
8,153,284,21,3,12,7,2,1,2,2,2,1,,,,,,,,,,,,,,,12,10,108284021
8,153,284,21,6,12,25,2,1,2,2,2,1,,,,,,,,,,,,,,,12,27,108284021
8,153,284,21,4,12,16,2,1,2,2,2,1,,,,,,,,,,,,,,,12,20,108284021
8,153,284,21,7,12,33,2,1,2,2,1,2,2,2,1,,,,,,,,,,,,12,37,108284021
8,153,284,21,10,12,43,2,2,1,,,,,,,,,,,,,,,,,,12,47,108284021
8,153,284,23,8,6,30,2,2,1,,,,,,,,,,,,,,,,,,6,31,108284023
8,153,284,23,5,6,28,2,2,1,,,,,,,,,,,,,,,,,,6,28,108284023
8,153,284,23,3,6,23,1,1,2,2,2,1,,,,,,,,,,,,,,,6,25,108284023
8,153,284,23,4,6,25,1,1,2,2,2,1,,,,,,,,,,,,,,,6,26,108284023
8,153,284,24,3,6,14,1,1,2,2,2,1,,,,,,,,,,,,,,,6,15,108284024
8,153,284,24,2,6,13,1,1,2,2,2,1,,,,,,,,,,,,,,,6,14,108284024
8,153,284,24,4,6,15,2,2,1,,,,,,,,,,,,,,,,,,6,16,108284024
8,153,284,26,4,11,37,1,1,2,2,2,1,,,,,,,,,,,,,,,11,39,108284026
8,153,284,26,9,11,43,1,1,2,2,2,1,,,,,,,,,,,,,,,11,46,108284026
8,153,284,26,8,11,41,1,1,2,2,2,1,,,,,,,,,,,,,,,11,43,108284026
8,153,284,26,5,11,39,2,2,1,,,,,,,,,,,,,,,,,,11,40,108284026
8,153,284,26,3,11,36,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,11,37,108284026
8,153,284,27,4,11,27,1,1,2,2,2,1,,,,,,,,,,,,,,,11,29,108284027
8,153,284,27,3,11,25,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,11,27,108284027
8,153,284,27,8,11,29,1,1,2,2,2,1,,,,,,,,,,,,,,,11,30,108284027
8,157,309,5,4,8,22,2,2,1,,,,,,,,,,,,,,,,,,8,22,108309005
8,157,309,14,4,2,53,1,1,2,2,2,,,,,,,,,,,,,,,,2,58,108309014
8,157,309,14,3,2,37,1,1,2,2,1,2,2,2,,,,,,,,,,,,,2,37,108309014
8,157,309,14,5,3,1,2,2,,,,,,,,,,,,,,,,,,,3,1,108309014
8,157,309,14,6,3,3,2,2,1,,,,,,,,,,,,,,,,,,3,3,108309014
8,157,309,16,6,8,3,2,2,1,,,,,,,,,,,,,,,,,,8,8,108309016
8,157,309,16,5,8,3,2,2,1,,,,,,,,,,,,,,,,,,8,3,108309016
8,157,309,20,6,16,33,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,16,34,108309020
8,157,309,20,11,16,50,2,2,1,,,,,,,,,,,,,,,,,,16,50,108309020
8,157,309,20,8,16,28,,,,,,,,,,,,,,,,,,,,,,,108309020
8,157,309,20,7,16,37,,,,,,,,,,,,,,,,,,,,,,,108309020
8,157,309,20,9,16,28,,,,,,,,,,,,,,,,,,,,,,,108309020
8,157,309,20,5,16,9,1,2,2,2,2,1,,,,,,,,,,,,,,,16,10,108309020
8,157,309,20,12,16,55,2,2,1,,,,,,,,,,,,,,,,,,16,55,108309020
8,157,309,22,6,17,23,,,,,,,,,,,,,,,,,,,,,17,23,108309022
8,157,309,22,5,5,17,1,1,2,1,1,2,2,2,,,,,,,,,,,,,5,17,108309022
8,157,309,22,7,17,24,,,,,,,,,,,,,,,,,,,,,17,24,108309022
8,157,309,25,3,7,6,1,1,2,2,2,1,,,,,,,,,,,,,,,7,8,108309025
8,157,309,26,5,6,28,1,1,2,2,2,1,,,,,,,,,,,,,,,6,30,108309026
8,157,309,26,4,6,30,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,6,33,108309026
8,157,309,28,4,7,24,2,2,1,,,,,,,,,,,,,,,,,,7,24,108309028
8,157,309,31,3,8,5,1,1,2,2,2,1,,,,,,,,,,,,,,,8,6,108309031
8,157,309,32,9,,,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,108309032
8,157,309,32,6,,,1,1,,2,2,1,,,,,,,,,,,,,,,,,108309032
8,157,309,32,5,,,1,1,,1,2,,2,2,1,,,,,,,,,,,,,,108309032
8,157,309,32,4,,,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,108309032
8,157,309,32,3,,,1,1,2,1,1,2,1,2,2,2,2,1,,,,,,,,,,,108309032
8,157,309,32,10,7,34,2,2,,,,,,,,,,,,,,,,,,,7,34,108309032
8,157,309,39,4,7,20,2,2,1,,,,,,,,,,,,,,,,,,7,20,108309039
8,157,309,39,5,4,0,2,2,1,,,,,,,,,,,,,,,,,,4,1,108309039
8,157,309,40,4,11,23,2,2,1,,,,,,,,,,,,,,,,,,11,23,108309040
8,157,309,40,3,11,12,2,2,1,,,,,,,,,,,,,,,,,,11,12,108309040
8,157,309,41,4,10,10,2,2,1,,,,,,,,,,,,,,,,,,10,12,108309041
9,154,325,8,4,6,26,2,2,1,,,,,,,,,,,,,,,,,,6,26,109325008
9,154,325,8,3,6,56,2,2,,,,,,,,,,,,,,,,,,,6,57,109325008
9,154,325,10,3,6,14,2,2,1,,,,,,,,,,,,,,,,,,6,14,109325010
9,154,325,10,4,,,,,,,,,,,,,,,,,,,,,,,,,109325010
9,154,325,14,5,3,26,2,1,2,1,2,2,2,2,1,,,,,,,,,,,,3,27,109325014
9,154,325,14,4,3,19,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,3,19,109325014
9,154,325,17,3,14,30,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,14,32,109325017
9,154,325,17,5,14,40,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,14,42,109325017
9,154,325,21,5,,,,,,,,,,,,,,,,,,,,,,,,,109325021
9,154,325,21,6,3,10,1,1,2,1,2,2,1,2,2,2,2,1,,,,,,,,,3,10,109325021
9,154,325,21,7,2,14,1,1,2,2,2,1,,,,,,,,,,,,,,,2,15,109325021
9,154,325,26,3,3,4,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,3,6,109325026
9,154,325,26,4,3,8,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,3,10,109325026
9,154,325,29,4,7,6,2,2,1,,,,,,,,,,,,,,,,,,7,6,109325029
9,154,325,29,8,7,8,2,2,1,,,,,,,,,,,,,,,,,,7,8,109325029
9,154,325,29,3,7,3,2,2,,,,,,,,,,,,,,,,,,,7,3,109325029
9,154,325,34,4,2,10,2,2,1,,,,,,,,,,,,,,,,,,2,10,109325034
9,154,325,34,7,12,54,2,2,1,,,,,,,,,,,,,,,,,,12,55,109325034
9,154,325,34,6,12,59,2,2,1,,,,,,,,,,,,,,,,,,12,59,109325034
9,154,325,38,4,12,24,2,2,1,,,,,,,,,,,,,,,,,,12,24,109325038
9,154,325,38,3,12,11,1,1,2,2,2,1,,,,,,,,,,,,,,,12,11,109325038
9,154,325,44,3,8,57,2,2,,,,,,,,,,,,,,,,,,,8,57,109325044
9,154,325,47,3,8,8,2,2,1,,,,,,,,,,,,,,,,,,8,8,109325047
9,154,325,47,4,8,9,2,2,,,,,,,,,,,,,,,,,,,8,9,109325047
9,154,326,2,3,7,32,1,1,2,2,2,1,,,,,,,,,,,,,,,7,34,109326002
9,154,326,2,4,7,35,2,2,1,,,,,,,,,,,,,,,,,,7,35,109326002
9,154,326,4,2,10,17,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,10,19,109326004
9,154,326,4,4,10,22,1,2,2,2,2,1,,,,,,,,,,,,,,,10,23,109326004
9,154,326,5,10,4,8,2,2,1,,,,,,,,,,,,,,,,,,4,8,109326005
9,154,326,5,7,3,21,2,2,1,,,,,,,,,,,,,,,,,,3,28,109326005
9,154,326,5,9,4,2,1,1,2,2,2,1,,,,,,,,,,,,,,,4,3,109326005
9,154,326,5,6,3,12,2,2,1,,,,,,,,,,,,,,,,,,3,13,109326005
9,154,326,5,5,3,9,1,2,2,2,2,1,,,,,,,,,,,,,,,3,10,109326005
9,154,326,5,4,3,4,1,2,2,1,1,2,2,1,2,2,2,1,,,,,,,,,3,6,109326005
9,154,326,5,8,3,17,1,1,2,1,1,2,2,1,2,2,2,1,,,,,,,,,3,19,109326005
9,154,326,8,3,1,40,1,2,2,2,2,1,,,,,,,,,,,,,,,1,41,109326008
9,154,326,8,2,1,37,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,1,39,109326008
9,154,326,15,3,3,21,1,2,2,2,2,,,,,,,,,,,,,,,,3,21,109326015
9,154,326,15,4,2,58,1,1,2,2,1,2,2,2,,,,,,,,,,,,,2,59,109326015
9,154,326,18,5,5,41,2,2,1,,,,,,,,,,,,,,,,,,5,41,109326018
9,154,326,18,4,5,36,1,1,2,2,2,,,,,,,,,,,,,,,,5,36,109326018
9,154,326,19,3,5,59,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,5,59,109326019
9,154,326,21,5,8,44,2,2,1,,,,,,,,,,,,,,,,,,8,44,109326021
9,154,326,21,4,8,38,1,2,2,2,2,,,,,,,,,,,,,,,,8,38,109326021
9,154,326,22,3,10,21,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,10,21,109326022
9,154,326,22,5,10,13,2,2,1,,,,,,,,,,,,,,,,,,10,13,109326022
9,154,326,22,4,10,27,2,2,1,,,,,,,,,,,,,,,,,,10,27,109326022
9,154,326,33,4,4,8,1,2,2,2,2,1,,,,,,,,,,,,,,,4,8,109326033
9,154,326,33,3,4,1,1,1,2,2,2,1,,,,,,,,,,,,,,,4,1,109326033
9,154,326,33,5,4,5,2,2,1,,,,,,,,,,,,,,,,,,4,5,109326033
9,154,326,36,2,1,32,1,2,2,2,2,1,,,,,,,,,,,,,,,1,32,109326036
9,154,326,37,6,3,36,2,2,1,,,,,,,,,,,,,,,,,,3,37,109326037
9,154,326,37,5,3,42,2,2,1,,,,,,,,,,,,,,,,,,3,42,109326037
9,154,326,37,4,6,29,2,2,1,,,,,,,,,,,,,,,,,,6,29,109326037
9,154,327,1,5,10,19,2,2,1,,,,,,,,,,,,,,,,,,10,19,109327001
9,154,327,1,3,10,16,2,2,1,,,,,,,,,,,,,,,,,,10,16,109327001
9,154,327,3,9,8,38,2,2,1,,,,,,,,,,,,,,,,,,8,38,109327003
9,154,327,3,7,8,32,2,2,1,,,,,,,,,,,,,,,,,,8,32,109327003
9,154,327,3,8,8,33,2,2,1,,,,,,,,,,,,,,,,,,8,33,109327003
9,154,327,5,5,11,28,2,2,1,,,,,,,,,,,,,,,,,,11,28,109327005
9,154,327,5,3,11,20,2,2,1,,,,,,,,,,,,,,,,,,11,20,109327005
9,154,327,5,4,11,25,1,1,2,2,2,1,,,,,,,,,,,,,,,11,25,109327005
9,154,327,6,6,6,28,2,2,1,,,,,,,,,,,,,,,,,,6,28,109327006
9,154,327,6,5,,,,,,,,,,,,,,,,,,,,,,,,,109327006
9,154,327,6,4,6,5,1,1,2,2,1,2,2,2,,,,,,,,,,,,,6,5,109327006
9,154,327,7,2,9,12,2,2,,,,,,,,,,,,,,,,,,,9,12,109327007
9,154,327,9,3,3,17,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,3,18,109327009
9,154,327,9,4,5,42,2,2,1,,,,,,,,,,,,,,,,,,6,42,109327009
9,154,327,9,7,5,47,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,5,49,109327009
9,154,327,10,4,7,48,1,1,2,2,2,1,,,,,,,,,,,,,,,7,48,109327010
9,154,327,10,3,7,33,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,7,34,109327010
9,154,327,10,5,5,36,1,1,2,2,2,1,,,,,,,,,,,,,,,5,37,109327010
9,154,327,11,6,11,57,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,11,58,109327011
9,154,327,11,5,11,47,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,11,47,109327011
9,154,327,11,2,11,38,2,2,1,,,,,,,,,,,,,,,,,,11,38,109327011
9,154,327,22,3,12,3,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,12,4,109327022
9,154,328,1,7,15,27,2,2,1,,,,,,,,,,,,,,,,,,15,27,109328001
9,154,328,1,4,15,33,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,15,33,109328001
9,154,328,1,6,15,9,2,2,1,,,,,,,,,,,,,,,,,,15,9,109328001
9,154,328,1,10,,,,,,,,,,,,,,,,,,,,,,,,,109328001
9,154,328,2,4,11,19,2,2,1,,,,,,,,,,,,,,,,,,11,19,109328002
9,154,328,2,3,11,15,2,2,1,,,,,,,,,,,,,,,,,,11,15,109328002
9,154,328,2,7,11,39,1,1,2,2,2,1,,,,,,,,,,,,,,,11,39,109328002
9,154,328,7,3,9,27,2,2,,,,,,,,,,,,,,,,,,,9,27,109328007
9,154,328,7,2,8,18,1,1,2,2,2,,,,,,,,,,,,,,,,8,18,109328007
9,154,328,10,4,7,11,2,2,1,,,,,,,,,,,,,,,,,,7,11,109328010
9,154,328,11,5,5,14,2,2,1,,,,,,,,,,,,,,,,,,17,15,109328011
9,154,328,11,3,5,5,2,1,2,2,2,1,,,,,,,,,,,,,,,17,6,109328011
9,154,328,11,4,5,9,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,17,11,109328011
9,154,328,17,3,12,7,2,2,1,,,,,,,,,,,,,,,,,,12,7,109328017
9,154,328,17,2,12,3,1,1,2,2,2,1,,,,,,,,,,,,,,,12,5,109328017
9,154,328,22,3,7,38,2,1,2,2,2,1,,,,,,,,,,,,,,,7,40,109328022
9,154,328,22,2,7,34,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,7,35,109328022
9,154,328,26,3,10,57,2,2,1,,,,,,,,,,,,,,,,,,10,57,109328026
9,154,328,37,3,12,14,2,2,1,,,,,,,,,,,,,,,,,,12,14,109328037
9,154,328,44,5,11,3,2,2,1,,,,,,,,,,,,,,,,,,11,3,109328044
9,154,328,44,6,1,50,2,2,1,,,,,,,,,,,,,,,,,,1,50,109328044
9,154,328,44,4,8,58,1,1,2,2,2,1,,,,,,,,,,,,,,,8,59,109328044
9,154,328,45,7,6,24,2,2,1,,,,,,,,,,,,,,,,,,6,22,109328045
9,154,328,45,5,6,20,2,2,1,,,,,,,,,,,,,,,,,,6,20,109328045
9,154,328,46,2,13,28,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,13,29,109328046
9,156,317,1,5,4,42,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,4,43,109317001
9,156,317,25,3,9,15,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,9,17,109317025
9,156,317,25,4,9,25,2,2,1,,,,,,,,,,,,,,,,,,9,29,109317025
9,156,317,35,8,3,35,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,3,35,109317035
9,156,317,35,5,11,47,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,11,52,109317035
9,156,317,35,6,9,20,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,9,21,109317035
9,156,317,44,2,4,58,1,1,2,2,1,2,2,2,,,,,,,,,,,,,4,59,109317044
9,156,317,44,3,5,3,1,2,,2,2,1,,,,,,,,,,,,,,,5,4,109317044
9,156,317,60,3,11,32,1,1,2,2,1,2,2,2,1,,,,,,,,,,,,11,33,109317060
9,156,317,60,4,11,8,1,1,2,2,2,1,,,,,,,,,,,,,,,11,2,109317060
9,156,317,81,5,0,5,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,7,52,109317081
